"Name","Region","Electorate_05","CON_05","LAB_05","LIB_05","NAT_05","MIN_05","OTH_05","Abstained_05","Winner_05","CON_share_05","LAB_share_05","LIB_share_05","NAT_share_05","MIN_share_05","OTH_share_05","CON_share_all_05","LAB_share_all_05","LIB_share_all_05","NAT_share_all_05","MIN_share_all_05","OTH_share_all_05","Abstained_share_all_05","Electorate_10","CON_10","LAB_10","LIB_10","NAT_10","MIN_10","OTH_10","Abstained_10","Winner_10","CON_share_10","LAB_share_10","LIB_share_10","NAT_share_10","MIN_share_10","OTH_share_10","CON_share_all_10","LAB_share_all_10","LIB_share_all_10","NAT_share_all_10","MIN_share_all_10","OTH_share_all_10","Abstained_share_all_10"
"Leicestershire South",10,74634,22252,14417,9303,0,0,2887,25775,"CON",45.5432980617696,29.507357907448,19.0405043083158,0,0,5.90883972246669,29.8148297022805,19.3169333011764,12.4648283624086,0,0,3.86821019910497,34.5351984350296,76639,27000,11392,11476,0,0,4709,22062,"CON",49.471389046668,20.8732616303571,21.0271726185023,0,0,8.62817670447258,35.2301047769412,14.8644945784783,14.9740993488955,0,0,6.14439123683764,28.7869100588473
"Leigh",6,75877,5461,24157,5867,0,141,3316,36935,"LAB",14.0234194443018,62.0332802629552,15.065995583175,0,0.362076934928869,8.51522777463921,7.19717437431633,31.8370520711151,7.73225087971322,0,0.185827062219118,4.37023076821698,48.6774648444193,76350,9284,21295,8049,0,0,5704,32018,"LAB",20.9419832175404,48.035279256519,18.1561851484255,0,0,12.8665523775151,12.1597904387688,27.8912901113294,10.5422396856582,0,0,7.47085789129011,41.9358218729535
"Lewes",20,66977,15894,4181,24241,0,0,2098,20563,"LIB",34.243978110053,9.00805791356056,52.2277761020382,0,0,4.52018787434826,23.7305343625424,6.24244143511952,36.1930214849874,0,0,3.13241859145677,30.701584125894,68708,18401,2508,26048,0,1728,1403,18620,"LIB",36.7373422775914,5.00718735026354,52.0044721290529,0,3.44992812649736,2.80107011659479,26.7814519415497,3.65022995866566,37.9111602724574,0,2.51499097630552,2.04197473365547,27.1001921173662
"Lewisham Deptford",17,66714,4393,19167,6073,0,3337,1808,31936,"LAB",12.6315486802001,55.11242739663,17.462188740008,0,9.59514635689229,5.19868882626948,6.58482477441017,28.7301016278442,9.10303684384087,0,5.0019486164823,2.71007584614923,47.8700122912732,67058,5551,22132,9633,0,0,3904,25838,"LAB",13.4667637069384,53.6923823386706,23.3697234352256,0,0,9.47113051916545,8.27790867607146,33.0042649646575,14.3651764144472,0,0,5.82182588207224,38.5308240627516
"Lewisham East",17,66762,9077,17683,7598,0,29,2852,29523,"LAB",24.3749832165203,47.4851634039582,20.4033405837966,0,0.0778753457396815,7.65863744998523,13.5960576375783,26.4866241274977,11.3807255624457,0,0.0434378838261286,4.27189119559031,44.2212635930619,65926,9850,17966,11750,0,0,2153,24207,"LAB",23.6103454061698,43.0643112251013,28.1646252307102,0,0,5.16071813801865,14.9409944483208,27.2517671328459,17.8230136820071,0,0,3.265782847435,36.7184418893911
"Lewisham West and Penge",17,69632,9144,18490,11528,0,0,2227,28243,"LAB",22.0928265964387,44.6737055739448,27.8528111333929,0,0,5.38065669622363,13.1318933823529,26.5538832720588,16.5556066176471,0,0,3.1982421875,40.5603745404412,69022,11489,18501,12673,0,0,2365,23994,"LAB",25.5152349649107,41.0877676112641,28.1447099582482,0,0,5.25228746557697,16.6454174031468,26.8044971168613,18.360812494567,0,0,3.42644374257483,34.7628292428501
"Leyton and Wanstead",16,61860,7747,15617,8474,0,0,2295,27727,"LAB",22.6965107081124,45.7533764978174,24.8264143204523,0,0,6.72369847361791,12.5234400258649,25.245716133204,13.6986744261235,0,0,3.70999030067895,44.8221791141287,63541,8928,17511,11095,0,0,2625,23382,"LAB",22.2316292736373,43.6041734106925,27.6276799721109,0,0,6.53651734355935,14.0507703687383,27.5585842212115,17.4611668056845,0,0,4.13119088462568,36.79828771974
"Lichfield",11,70347,22805,14847,7413,0,0,1597,23685,"CON",48.8727444172989,31.8181818181818,15.8865886588659,0,0,3.42248510565342,32.4178714088732,21.1053776280438,10.537762804384,0,0,2.27017498969395,33.6688131690051,72586,28048,10230,10365,0,0,2920,21023,"CON",54.3955937396971,19.8398076139868,20.1016232569866,0,0,5.66297538932956,38.6410602595542,14.0936268701954,14.279613148541,0,0,4.0228143168104,28.962885404899
"Lincoln",8,69805,14253,17358,6788,0,0,1574,29832,"LAB",35.6565681835239,43.4243114102019,16.9814624871788,0,0,3.93765791909539,20.4183081441158,24.8664135806891,9.72423178855383,0,0,2.25485280424038,42.736193682401,73540,17163,16105,9256,0,0,3197,27819,"CON",37.5385490256119,35.224513899521,20.2445265851578,0,0,6.99241048970932,23.3383192820234,21.8996464509111,12.5863475659505,0,0,4.34729398966549,37.8283927114495
"Linlithgow and East Falkirk",1,76739,5486,22121,7100,10919,0,763,30350,"LAB",11.8260794584923,47.6858738062903,15.3053525620298,23.5379076936343,0,1.64478647955334,7.14890733525326,28.8262812911297,9.25214037190998,14.2287493973078,0,0.994279310389763,39.5496422940096,80907,6146,25634,6589,13081,0,0,29457,"LAB",11.9455782312925,49.8231292517007,12.8066083576288,25.424684159378,0,0,7.59637608612357,31.6832906917819,8.14391832597921,16.167945913209,0,0,36.4084689829063
"Liverpool Riverside",5,75325,2988,18549,7501,0,179,2749,43359,"LAB",9.34743164612401,58.0272789839204,23.4655571544766,0,0.559969968091097,8.59976224738785,3.96681048788583,24.625290408231,9.95818121473614,0,0.237636906737471,3.64951875207434,57.5625622303352,74539,4243,22998,8825,0,0,2735,35738,"LAB",10.9352851730626,59.2716682559728,22.7442591685781,0,0,7.04878740238654,5.69232214008774,30.8536470840768,11.8394397563691,0,0,3.66922013979259,47.9453708796737
"Liverpool Walton",5,68235,1918,22107,5039,0,1109,635,37427,"LAB",6.22565567385095,71.7573357569462,16.3561412620099,0,3.59971435990652,2.06115294728642,2.81087418480252,32.3983293031435,7.38477321022935,0,1.62526562614494,0.930607459514912,54.8501502161647,62612,2241,24709,4891,0,1104,1390,28277,"LAB",6.52686762778506,71.9644677442842,14.2449395660405,0,3.21537789427698,4.04834716761322,3.57918609851147,39.4636810834984,7.81160160991503,0,1.76324027343001,2.22002172107583,45.1622692135693
"Liverpool Wavertree",5,67501,2050,17620,13371,0,21,842,33597,"LAB",6.04648419065597,51.9702689948089,39.4378244454932,0,0.0619395941481831,2.48348277489382,3.0369920445623,26.1033169878965,19.8085954282159,0,0.0311106502125894,1.24738892757144,49.7725959615413,62518,2830,20132,12965,0,0,1987,24604,"LAB",7.46426122276732,53.0991190589228,34.1958115735612,0,0,5.24080814474864,4.5266963114623,32.2019258453565,20.7380274480949,0,0,3.17828465401964,39.3550657410666
"Liverpool West Derby",5,66494,2649,19342,4795,0,3405,1514,34789,"LAB",8.35514903012143,61.0061504494559,15.1237975082795,0,10.7396309730326,4.77527203911055,3.98381808885012,29.0883387974855,7.21117694829609,0,5.12076277558877,2.27689716365386,52.3190062261257,63082,3311,22953,4486,0,3327,1707,27298,"LAB",9.25273865414711,64.1431924882629,12.5363290856249,0,9.29745137491616,4.77028839704896,5.24872388319965,36.3859738118639,7.11137884023969,0,5.27408769538062,2.70600171205732,43.2738340572588
"Livingston",1,76353,4499,22657,6832,9560,0,789,32016,"LAB",10.1472810519431,51.1017885738774,15.409251866387,21.5621264406703,0,1.77955206712227,5.89236834178094,29.6740141186332,8.94791298311789,12.5207915864472,0,1.03335821775176,41.9315547522691,75924,5158,23215,5316,12424,0,1794,28017,"LAB",10.7666938025758,48.4584716221012,11.0964994677187,25.9335796438934,0,3.74475546371094,6.79363574100416,30.5766292608398,7.00173858068595,16.3637321532058,0,2.36288920499447,36.9013750592698
"Llanelli",12,55680,4844,16593,4547,9359,0,0,20337,"LAB",13.7056842939196,46.9484763602411,12.8653481594658,26.4804911863735,0,0,8.69971264367816,29.8006465517241,8.16630747126437,16.8085488505747,0,0,36.5247844827586,55637,5381,15916,3902,11215,1047,0,18176,"LAB",14.3642721763968,42.4868529937802,10.4161661461253,29.9378019807266,2.79490670297109,0,9.67162140302317,28.6068623398098,7.01331847511548,20.1574491795028,1.88184122077035,0,32.6689073817783
"Londonderry East",3,58861,7498,6077,15225,5709,924,71,23357,"LIB",21.118747183416,17.1163812528166,42.8824921135647,16.0798783235692,2.60252365930599,0.199977467327625,12.7384855846826,10.3243234059904,25.8660233431304,9.6991216595029,1.56980003737619,0.12062316304514,39.6816228062724,63220,6218,5399,12097,6742,2572,1922,28270,"LIB",17.79113018598,15.447782546495,34.6123032904149,19.2904148783977,7.35908440629471,5.49928469241774,9.83549509648845,8.54001898133502,19.134767478646,10.6643467257197,4.06833280607403,3.04017715912686,44.7168617526099
"Loughborough",10,73298,17433,19301,8334,0,0,1699,26531,"LAB",37.2762845596254,41.270554023136,17.820257874142,0,0,3.63290354309663,23.7837321618598,26.3322328030778,11.3700237387105,0,0,2.31793500504789,36.196076291304,77502,21971,18227,9675,0,0,2965,24664,"CON",41.5818161171884,34.4960066618721,18.3106854915023,0,0,5.61149172943715,28.3489458336559,23.5181027586385,12.4835488116436,0,0,3.82570772367165,31.8236948723904
"Louth and Horncastle",8,74950,21223,12192,9149,0,0,3946,28440,"CON",45.631047086648,26.2137174801118,19.671038486347,0,0,8.48419694689314,28.3162108072048,16.266844563042,12.2068045363576,0,0,5.26484322881921,37.9452968645764,77650,25065,8760,11194,0,0,5475,27156,"CON",49.6395611359765,17.348595872777,22.1689705707609,0,0,10.8428724204856,32.2794591113973,11.281390856407,14.4159690920798,0,0,7.05086928525435,34.9723116548616
"Ludlow",11,64571,20980,4972,18950,0,0,1634,18035,"CON",45.0833763108131,10.6842014784253,40.7211621110538,0,0,3.51126009970775,32.4913660931378,7.70005110653389,29.3475399173003,0,0,2.53054776912236,27.9304951139056,66631,25720,3272,15971,0,2127,1642,17899,"CON",52.7784617910203,6.71427398834441,32.7731264877288,0,4.36468850036937,3.36944923253714,38.6006513484714,4.91062718554427,23.9693235881196,0,3.19220783118969,2.46431841034954,26.8628716363254
"Luton North",13,68387,12604,19112,6108,0,0,1412,29151,"LAB",32.1235599959221,48.7103680293608,15.5673361198899,0,0,3.5987358548272,18.4304034392501,27.946832000234,8.93152207290859,0,0,2.06471990290552,42.6265225847018,65062,13672,21192,4784,0,0,3370,22044,"LAB",31.7820447254638,49.2630991677902,11.1209261239481,0,0,7.8339299827979,21.0138022194215,32.5720082382958,7.35298638222004,0,0,5.17967477175617,33.8815283883065
"Luton South",13,71739,10930,16561,8749,0,0,2560,32939,"LAB",28.1701030927835,42.6829896907216,22.5489690721649,0,0,6.5979381443299,15.2357852771854,23.085072275889,12.1955979313902,0,0,3.56849133665092,45.9150531788846,59962,12396,14725,9567,0,0,5528,17746,"LAB",29.363274587834,34.880140231192,22.662023877203,0,0,13.0945613037711,20.673092958874,24.5572195723959,15.9551048997699,0,0,9.21917214235683,29.5954104266035
"Macclesfield",11,72539,22718,13268,8960,0,0,849,26744,"CON",49.6080358117698,28.9725952614914,19.5654547439677,0,0,1.85391418277104,31.3183253146583,18.2908504390742,12.3519761783317,0,0,1.17040488564772,36.8684431822881,73417,23503,10164,11544,0,0,4848,23358,"CON",46.9505982940131,20.304041231347,23.0607882698416,0,0,9.68457220479834,32.0130215072803,13.8442050206355,15.7238786657041,0,0,6.60337524006701,31.815519566313
"Maidenhead",19,69087,25535,4283,17988,0,0,1298,19983,"CON",52.0018735744542,8.7223036819811,36.6324535679374,0,0,2.64336917562724,36.9606438259007,6.19942970457539,26.0367362890269,0,0,1.87879051051573,28.9243996699813,72844,31937,3795,15168,0,0,2820,19124,"CON",59.4508562918838,7.06440804169769,28.2352941176471,0,0,5.24944154877141,43.843006973807,5.20976332985558,20.822579759486,0,0,3.87128658503102,26.2533633518203
"Maidstone and The Weald",20,67614,22903,9939,10449,0,0,1227,23096,"CON",51.4466058672896,22.3258007996765,23.4714048250146,0,0,2.75618850801923,33.8731623628243,14.6996184222203,15.4539000798651,0,0,1.814712929275,34.1586062058154,71041,23491,4769,17602,0,0,3066,22113,"CON",48.0113636363636,9.746975147155,35.9753106605625,0,0,6.2663505559189,33.0668205684042,6.71302487296068,24.7772413113554,0,0,4.31581762644107,31.1270956208387
"Makerfield",6,74255,5519,23369,4293,0,2223,2634,36217,"LAB",14.5091750354908,61.4359324885641,11.2860823387139,0,5.84415584415584,6.92465429307535,7.43249612820685,31.4712813951922,5.78142886000943,0,2.99373779543465,3.54723587637196,48.7738199447849,73641,8210,20700,7082,0,3424,4355,29870,"LAB",18.7567110644034,47.2915857531242,16.1796623335085,0,7.82253089945398,9.94950994950995,11.1486807620755,28.1093412636982,9.61692535408264,0,4.64958379163781,5.91382517890849,40.5616436495974
"Maldon",14,67224,25118,11014,6477,0,0,1425,23190,"CON",57.0422855066539,25.0124903483672,14.7090884316664,0,0,3.23613571331244,37.3646316791622,16.3840295132691,9.63495180292753,0,0,2.11977865048197,34.4966083541592,68861,28661,6070,9254,0,0,3910,20966,"CON",59.8413195531893,12.6735567386992,19.3214322998225,0,0,8.16369140828897,41.6215274248123,8.81485891869128,13.4386662987758,0,0,5.67810516838268,30.4468421893379
"Manchester Central",6,72709,3315,18922,6336,0,1124,1339,41673,"LAB",10.6811444773811,60.9679082355974,20.4150019332388,0,3.62160072174249,4.31434463204021,4.55927051671733,26.0242886025114,8.71418944009682,0,1.54588840446162,1.84158769890935,57.3147753373035,90110,4704,21059,10620,0,0,3544,50183,"LAB",11.7815012397626,52.7437573571768,26.5985423397701,0,0,8.87619906329051,5.220286316724,23.3703251581401,11.7855953834203,0,0,3.93297081345023,55.6908223282655
"Manchester Gorton",6,70853,3162,16311,10858,0,133,1160,39229,"LAB",9.99873513786997,51.5779155072097,34.3346825196054,0,0.420566658234252,3.6681001770807,4.46276092755423,23.0209024317954,15.3246863223858,0,0.187712588034381,1.63719249714197,55.3667452330882,75933,4224,19211,12508,0,0,2382,37608,"LAB",11.0215264187867,50.1265492498369,32.6366601435095,0,0,6.21526418786693,5.56279878313777,25.299935469427,16.4724164724165,0,0,3.13697601833195,49.5278732566868
"Manchester Withington",6,69242,3971,15512,16055,0,36,2497,31171,"LIB",10.4305114128864,40.7449239578682,42.1712064300911,0,0.0945601639042841,6.55879803524993,5.73495855116837,22.4025880246093,23.1867941422836,0,0.0519915658126571,3.60619277317235,45.0174749429537,74371,5005,18216,20110,0,0,1700,29340,"LIB",11.1145655215296,40.4521329750616,44.6581244031889,0,0,3.77517710021985,6.72977370211507,24.4934181334122,27.0401097201866,0,0,2.28583722149763,39.4508612227885
"Mansfield",10,78135,7035,22768,6183,0,6492,1033,34624,"LAB",16.1683252510859,52.3269977706787,14.2101997196111,0,14.9203649651812,2.37411229344304,9.00364753311576,29.1393101682985,7.91322710693031,0,8.30869648684968,1.32207077494081,44.313047929865,80069,12741,18753,7469,0,4339,5093,31674,"LAB",26.3270999070152,38.7498708544271,15.433412542618,0,8.96580225229879,10.5238144436409,15.9125254468021,23.42104934494,9.32820442368457,0,5.41907604690954,6.36076384118698,39.5583808964768
"Meon Valley",19,68538,20120,5009,19891,0,0,2190,21328,"CON",42.6180893878416,10.6100402457107,42.1330226646897,0,0,4.6388477017581,29.3559777057982,7.30835448948029,29.0218564883714,0,0,3.19530771250985,31.1185036038402,70488,28818,3266,16693,0,0,2461,19250,"CON",56.2434130918459,6.37417541668293,32.5793356493228,0,0,4.80307584214841,40.8835546475996,4.63341277948019,23.6820451708092,0,0,3.49137441834071,27.3096129837703
"Meriden",9,80213,23195,15754,7822,0,0,1807,31635,"CON",47.7479517477047,32.4303182510602,16.1019391494092,0,0,3.71979085182593,28.9167591288195,19.6402079463429,9.75153653397828,0,0,2.25275204767307,39.4387443431863,83826,26956,10703,9278,0,0,5225,31664,"CON",51.6774663548177,20.5187684521299,17.786894674284,0,0,10.0168705187685,32.1570872998831,12.7681149046835,11.0681650084699,0,0,6.23314961944981,37.7734831675137
"Merthyr Tydfil and Rhymney",12,54578,2680,18128,4192,2973,0,2001,24604,"LAB",8.9410822713018,60.4790818709548,13.9854540601855,9.91859611663442,0,6.67578568092347,4.9104034592693,33.214848473744,7.68075048554363,5.44724980761479,0,3.6663124335813,45.080435340247,54715,2412,14007,9951,1621,1845,2240,22639,"LAB",7.51964085297419,43.6681631126076,31.0231949120838,5.05362264621524,5.75196408529742,6.9834143908218,4.40829754180755,25.5999268939048,18.1869688385269,2.96262450881842,3.37201864205428,4.09394133235859,41.3762222425295
"Middlesbrough",4,65976,5365,18631,5936,0,0,2330,33714,"LAB",16.629471204513,57.7490546153369,18.399355278656,0,0,7.22211890149402,8.13174487692494,28.2390566266521,8.99721110706924,0,0,3.53158724384625,51.1004001455075,65148,6283,15351,6662,0,0,5159,31693,"LAB",18.7804513525631,45.8855178598117,19.9133163951577,0,0,15.4207143924675,9.64419475655431,23.5632713206852,10.2259470743538,0,0,7.91889236814637,48.6476944802603
"Middlesbrough South and Cleveland East",4,71831,13840,21875,6106,0,0,1745,28265,"LAB",31.7678923931506,50.2111738511683,14.015516687325,0,0,4.00541706835606,19.2674472024613,30.4534254012891,8.50050813715527,0,0,2.42931324915426,39.34930600994,72664,16461,18138,7340,0,0,4275,26450,"LAB",35.6190764703337,39.2478469727788,15.8826329683646,0,0,9.25044358852296,22.6535836177474,24.961466475834,10.101288120665,0,0,5.88324342177695,36.4004183639767
"Midlothian",1,60644,3537,17153,9888,6400,0,726,22940,"LAB",9.38096753660089,45.4938468067049,26.2253341820496,16.9743263314237,0,1.92552514322088,5.83239891827716,28.2847437504122,16.3049930743355,10.5533935756217,0,1.19715058373458,37.8273200976189,61387,4661,18449,6711,8100,0,1321,22145,"LAB",11.8775801437236,47.013404005912,17.1015748432802,20.6411497884919,0,3.36629121859232,7.59281281052992,30.0535944092397,10.9322820792676,13.1949761350123,0,2.15192141658657,36.0744131493639
"Milton Keynes North",14,79336,17717,19182,9872,0,0,3119,29446,"LAB",35.5121266786931,38.4485868911606,19.7875325716576,0,0,6.25175385848867,22.3316022990824,24.1781788847434,12.4432792175053,0,0,3.93138045779974,37.1155591408692,85841,23419,14458,11894,0,0,4117,31953,"CON",43.4586549881235,26.8297209026128,22.0717042755344,0,0,7.63991983372922,27.2818350205613,16.8427674421314,13.8558497687585,0,0,4.79607646695635,37.2234713015925
"Milton Keynes South",14,81648,18810,19689,7828,0,0,2599,32722,"LAB",38.4458161304828,40.2424069002167,15.999672975514,0,0,5.31210399378654,23.0379188712522,24.1144914756026,9.58749755046051,0,0,3.18317656280619,40.0769155398785,90487,23034,17833,9787,0,0,4679,35154,"CON",41.6279616142266,32.228507400647,17.6874559485298,0,0,8.45607503659661,25.4555903057898,19.7078033308652,10.8159183087073,0,0,5.17090852829688,38.8497795263408
"Mitcham and Morden",17,64914,9820,22562,5479,0,0,1885,25168,"LAB",24.7068887435214,56.7654606752881,13.7850349720727,0,0,4.7426156091179,15.1277074282897,34.7567550913516,8.44039806513233,0,0,2.90384200634686,38.7712974088794,65939,11056,24722,5202,0,0,2817,22142,"LAB",25.2437381555814,56.446788592826,11.8775258579355,0,0,6.4319473936571,16.7670119352735,37.4922276649631,7.88910963162923,0,0,4.27213030224905,33.5795204658851
"Mole Valley",19,68180,27061,5310,15062,0,0,1981,18766,"CON",54.7638321123568,10.7459424454608,30.4812401343749,0,0,4.0089853078075,39.6905250806688,7.78820768553828,22.0915224405984,0,0,2.90554414784394,27.5242006453505,72612,31263,3804,15610,0,0,3647,18288,"CON",57.5491495471615,7.00242986525293,28.7349974228702,0,0,6.71342316471541,43.0548669641382,5.23880350355313,21.497824051121,0,0,5.02258579849061,25.1859196826971
"Monmouth",12,63093,21397,16871,5851,993,0,543,17438,"CON",46.866717774614,36.9532362282335,12.8156828386814,2.17500821377724,0,1.1893549446939,33.9134293820234,26.7398919055997,9.27361196963213,1.57386714849508,0,0.860634301745043,27.6385652925047,62768,22466,12041,9026,1273,1126,587,16249,"CON",48.2942453621101,25.8840473784905,19.4028246522926,2.73651626217245,2.42051634815882,1.26184999677551,35.7921233749681,19.183341830232,14.3799388223298,2.02810349222534,1.79390772368086,0.935189905684425,25.8873948508794
"Montgomeryshire",12,48084,8491,3757,15573,2133,0,971,17159,"LIB",27.4567502021019,12.1487469684721,50.357316087308,6.89733225545675,0,3.13985448666128,17.6586806422095,7.81340986606772,32.3870726229099,4.43598702271026,0,2.01938274685966,35.685467099243,48730,13976,2407,12792,2802,1128,708,14917,"CON",41.3332150356372,7.11856386596871,37.8316032295271,8.28675361547334,3.33599503149676,2.0938692218969,28.6804843012518,4.93946234352555,26.2507695464806,5.75005130309871,2.31479581366715,1.45290375538683,30.6115329365894
"Moray",1,66463,8520,7919,7460,14196,0,698,27670,"NAT",21.962725233934,20.41347665816,19.2302735029516,36.5942309179491,0,1.79929368700539,12.8191625415645,11.9149000195598,11.2242902065811,21.3592525164377,0,1.05020838662113,41.6321863292358,65925,10683,7007,5956,16273,0,1085,24921,"NAT",26.0535557506585,17.088576724222,14.5254121549117,39.6863720612623,0,2.64608330894547,16.2047781569966,10.6287447857414,9.03450891164202,24.6841107318923,0,1.64580963215776,37.80204778157
"Morecambe and Lunesdale",5,66847,15318,20277,5468,0,0,0,25784,"LAB",37.3036553588389,49.3802206365828,13.3161240045783,0,0,0,22.9150148847368,30.3334480230975,8.17987344233847,0,0,0,38.5716636498272,69965,18035,17169,5791,0,0,2441,26529,"CON",41.5208582742426,39.5271203609909,13.3322589557049,0,0,5.61976240906161,25.7771743014364,24.5394125634246,8.27699564067748,0,0,3.48888730079325,37.9175301936683
"Morley and Outwood",7,70417,10138,21043,2638,0,4317,2977,29304,"LAB",24.6588670250286,51.1833240094374,6.41646194634301,0,10.5003283632914,7.24101865589959,14.3970916114007,29.8834088359345,3.74625445560021,0,6.13062186687874,4.22767229504239,41.6149509351435,74200,17264,18365,8186,0,3535,1506,25344,"LAB",35.3364990993941,37.5900605862125,16.7553626985427,0,7.2355493695759,3.08252824627477,23.266846361186,24.7506738544474,11.0323450134771,0,4.76415094339623,2.02964959568733,34.1563342318059
"Motherwell and Wishaw",2,66987,3440,21327,4464,6105,0,1773,29878,"LAB",9.26998841251448,57.4712333935164,12.0294268236816,16.4515346681398,0,4.77781670214773,5.13532476450655,31.8375207129742,6.6639795781271,9.11370863003269,0,2.64678221147387,44.6026841028856,66918,3660,23910,3840,7104,0,609,27795,"LAB",9.35511080438617,61.1149451729162,9.81519822099532,18.1581167088413,0,1.55662909286098,5.4693804357572,35.7302967811351,5.73836635882722,10.6159777638304,0,0.910069039720255,41.5359096207298
"Na h-Eileanan An Iar (Western Isles)",1,21576,610,4772,1096,6213,0,1145,7740,"NAT",4.40878866724487,34.4897369181844,7.92136455623012,44.9045967042498,0,8.27551315409078,2.82721542454579,22.1171672228402,5.07971820541342,28.7958843159066,0,5.30682239525399,35.87319243604,22266,647,4838,1097,6723,1412,0,7549,"NAT",4.39627641503024,32.8735475980159,7.45396480260923,45.6818645104301,9.59434667391452,0,2.90577562202461,21.7281954549537,4.92679421539567,30.1940177849636,6.34150723075541,0,33.9037096919069
"Neath",12,57596,4135,18832,5114,6126,0,1609,21780,"LAB",11.545119499665,52.5798525798526,14.2785347330802,17.104087558633,0,4.49240562876926,7.17931800819501,32.6967150496562,8.87908882561289,10.6361552885617,0,2.793596777554,37.8151260504202,57186,4847,17172,5535,7397,1342,829,20064,"LAB",13.0569473627499,46.2582834976564,14.9102957814773,19.926189321696,3.61510694466893,2.23317709175152,8.47585073269681,30.028328611898,9.67894239848914,12.9349840870143,2.34672822019375,1.44965551008988,35.0855104396181
"New Forest East",19,71345,23319,5748,15623,0,0,2346,24309,"CON",49.576919806106,12.2204269070499,33.2149842673697,0,0,4.98766901947445,32.6848412642792,8.05662625271568,21.8978204499264,0,0,3.28824724928166,34.072464783797,72858,26443,4915,15136,0,0,3542,22822,"CON",52.847949476377,9.82292749220561,30.250219841714,0,0,7.07890318970341,36.2938867385874,6.74599906667765,20.7746575530484,0,0,4.86151143319883,31.3239452084877
"New Forest West",19,66521,24659,7330,8520,0,0,3756,22256,"CON",55.7076697164803,16.5593584095787,19.2477126397831,0,0,8.48525923415791,37.0694968506186,11.0190766825514,12.8079854482043,0,0,5.64633724688444,33.4571037717413,68332,27980,4666,11084,0,0,3842,20760,"CON",58.8161103169932,9.80829059110401,23.2994198267889,0,0,8.07617926511393,40.9471404320084,6.82842592050577,16.2208043083767,0,0,5.6225487326582,30.3810806064509
"Newark",10,71881,24934,12289,7777,0,0,1137,25744,"CON",54.043392504931,26.6358887660663,16.8563192231831,0,0,2.46439950581962,34.687886924222,17.0963119600451,10.8192707391383,0,0,1.58178099915138,35.8147493774433,71785,27590,11438,10246,0,0,1954,20557,"CON",53.857265557898,22.3276333255251,20.0007808229874,0,0,3.81432029358944,38.434213275754,15.9336908824963,14.2731768475308,0,0,2.72201713449885,28.63690185972
"Newbury",19,74800,26371,3205,22962,0,0,1339,20923,"CON",48.9466748334169,5.94873508176031,42.6192995155632,0,0,2.48529056925961,35.2553475935829,4.28475935828877,30.6978609625668,0,0,1.79010695187166,27.9719251336898,78329,33057,2505,20809,0,0,2218,19740,"CON",56.4218539316254,4.27554660431139,35.5169059038386,0,0,3.78569356022462,42.2027601526893,3.19804925378851,26.5661504678982,0,0,2.83164600594927,25.2013941196747
"Newcastle-under-Lyme",11,68414,9944,18052,7528,0,0,4262,28628,"LAB",24.9937163826472,45.3727441813703,18.9212285728648,0,0,10.7123108631177,14.5350366883971,26.3864121378665,11.0035957552548,0,0,6.22971906334961,41.845236355132,69433,14841,16393,8466,0,0,3491,26242,"LAB",34.3613252760992,37.9546664814429,19.601305827603,0,0,8.08270241485495,21.3745625279046,23.6098108968358,12.1930494145435,0,0,5.02786859274408,37.794708567972
"Newcastle upon Tyne Central",4,58725,5742,16309,8175,0,0,2005,26494,"LAB",17.815146908256,50.6003536967516,25.3637802115975,0,0,6.22071918339487,9.77777777777778,27.7718177948063,13.9208173690932,0,0,3.41421881651767,45.115368241805,60507,6611,15694,8228,0,0,3624,26350,"LAB",19.3547442691103,45.9466580788711,24.0887665778611,0,0,10.6098310741576,10.9260085609929,25.9374948353083,13.598426628324,0,0,5.98938965739501,43.5486803179797
"Newcastle upon Tyne East",4,60374,4105,17670,11332,0,0,791,26476,"LAB",12.1098589887309,52.1269691427223,33.4297008673078,0,0,2.33347100123901,6.7992844601981,29.2675655083314,18.7696690628416,0,0,1.31016662801868,43.8533143406102,64487,6068,17043,12590,0,0,2139,26647,"LAB",16.0359408033827,45.0396405919662,33.2716701902748,0,0,5.65274841437632,9.40964845627801,26.428582505001,19.5233147766216,0,0,3.31694760184223,41.3215066602571
"Newcastle upon Tyne North",4,68862,5895,20328,13574,0,0,1024,28041,"LAB",14.4410964944514,49.7978981406629,33.2524925895985,0,0,2.50851277528723,8.56059945978914,29.5199093839854,19.7118875432023,0,0,1.48703203508466,40.7205715779385,67110,7966,17950,14536,0,0,3494,23164,"LAB",18.1267919719656,40.8455832157648,33.0769580849224,0,0,7.9506667273472,11.8700640739085,26.7471315750261,21.6599612576367,0,0,5.20637758903293,34.5164655043958
"Newport East",12,54956,7459,14388,7552,1223,0,1203,23131,"LAB",23.4375490966222,45.209740769835,23.7297721916732,3.84289080911233,0,3.78004713275727,13.5726763228765,26.1809447558046,13.7419026129995,2.22541669699396,0,2.18902394642987,42.0900356648956,54437,7918,12744,11094,724,1168,800,19989,"LAB",22.9853692522062,36.9948908499768,32.2050627032048,2.10171853228054,3.39061774268463,2.322340919647,14.5452541469956,23.4105479728861,20.3795212814813,1.32997777247093,2.14559950033984,1.46958869886291,36.7195106269633
