"Name","Region","Electorate_05","CON_05","LAB_05","LIB_05","NAT_05","MIN_05","OTH_05","Abstained_05","Winner_05","CON_share_05","LAB_share_05","LIB_share_05","NAT_share_05","MIN_share_05","OTH_share_05","CON_share_all_05","LAB_share_all_05","LIB_share_all_05","NAT_share_all_05","MIN_share_all_05","OTH_share_all_05","Abstained_share_all_05","Electorate_10","CON_10","LAB_10","LIB_10","NAT_10","MIN_10","OTH_10","Abstained_10","Winner_10","CON_share_10","LAB_share_10","LIB_share_10","NAT_share_10","MIN_share_10","OTH_share_10","CON_share_all_10","LAB_share_all_10","LIB_share_all_10","NAT_share_all_10","MIN_share_all_10","OTH_share_all_10","Abstained_share_all_10"
"Ceredigion",12,53145,4410,4297,13075,12831,0,1104,17428,"LIB",12.3470616233166,12.0306856678892,36.6072178514433,35.9240697706974,0,3.09096508665341,8.29805249788315,8.08542666290338,24.6025025872613,24.1433813152695,0,2.0773355913068,32.7933013453759,59043,4421,2210,19139,10815,977,696,20785,"LIB",11.5557530451147,5.77656960635684,50.0261383240107,28.2685974175336,2.55371425584192,1.81922735114224,7.48776315566621,3.74303473739478,32.4153582981895,18.3171586809613,1.65472621648629,1.17880189014786,35.2031570211541
"Charnwood",10,71705,22262,13234,8923,0,0,3161,24125,"CON",46.7885666246322,27.8142076502732,18.7536780159731,0,0,6.64354770912148,31.0466494665644,18.4561746042814,12.444041559166,0,0,4.40833972526323,33.6447946447249,74473,26560,10536,11531,0,0,4915,20931,"CON",49.6059168503231,19.6780097867095,21.5363639759441,0,0,9.17970938702327,35.6639318947807,14.1474091281404,15.4834638056745,0,0,6.59970727646261,28.1054878949418
"Chatham and Aylesford",20,66737,14433,17985,5536,0,0,1910,26873,"LAB",36.2055990367249,45.1158940397351,13.8872165362232,0,0,4.79129038731688,21.6266838485398,26.9490687324872,8.29524851281898,0,0,2.86198061045597,40.267018295698,71122,20230,14161,5832,0,0,3584,27315,"CON",46.1798342730614,32.325883991143,13.3129408542014,0,0,8.18134088159426,28.4440819999438,19.9108573999606,8.19999437586119,0,0,5.03922836815613,38.4058378560783
"Cheadle",6,72123,19765,5009,23464,0,0,1109,22776,"LIB",40.0530933998014,10.1505663971467,47.5489898068778,0,0,2.24735039617403,27.4045727437849,6.94507993289242,32.5333111490093,0,0,1.53765095739223,31.5793852169211,72458,21445,4920,24717,0,0,1430,19946,"LIB",40.8382845825716,9.36928702010969,47.0692413162706,0,0,2.72318708104814,29.5964558778879,6.79014049518342,34.1121753291562,0,0,1.97355709514477,27.5276712026277
"Chelmsford",14,78041,19634,12556,15787,0,0,981,29083,"CON",40.1037624085951,25.6464724866212,32.2460067813228,0,0,2.00375832346093,25.1585704949962,16.0889788700811,20.229110339437,0,0,1.25703156033367,37.266308735152,77529,25207,5980,20097,0,0,3309,22936,"CON",46.1725862290037,10.9537852838276,36.8124118476728,0,0,6.06121663949591,32.5129951373035,7.71324278657019,25.9219130905855,0,0,4.26808033123089,29.58376865431
"Chelsea and Fulham",16,61741,19116,9048,5271,0,0,2210,26096,"CON",53.628839949502,25.3836442698836,14.7874877261888,0,0,6.20002805442559,30.9615976417615,14.6547674964772,8.53727668810029,0,0,3.57946907241541,42.2668891012455,66295,24093,7371,6473,0,0,1919,26439,"CON",60.4501204335608,18.4940786832597,16.2409674829386,0,0,4.81483340024087,36.3421072479071,11.1184855569802,9.76393393166905,0,0,2.8946376046459,39.8808356587978
"Cheltenham",15,76485,17886,5431,19200,0,2372,1887,29709,"LIB",38.2375577219087,11.610655036771,41.0466906105695,0,5.07097656918078,4.03412006157004,23.3849774465581,7.100738706936,25.1029613649735,0,3.10126168529777,2.4671504216513,38.8429103745832,78998,21739,2703,26659,0,0,1685,26212,"LIB",41.1832682908347,5.12067593680143,50.5039214943356,0,0,3.19213427802827,27.5184181878022,3.42160561026861,33.7464239601003,0,0,2.1329653915289,33.1805868503
"Chesham and Amersham",14,69961,25327,6266,12505,0,0,3055,22808,"CON",53.7123830933345,13.2886560770259,26.5200517464424,0,0,6.47890908319725,36.2015980331899,8.95641857606381,17.8742442217807,0,0,4.36671860036306,32.6010205686025,70333,31658,2942,14948,0,2129,767,17889,"CON",60.3653420791702,5.60979330333308,28.5027839218976,0,4.05956830142628,1.46251239417283,45.0115877326433,4.1829582130721,21.2531812946981,0,3.02702856411642,1.09052649538623,25.4347177000839
"Chester, City of",11,68855,16264,17248,9707,0,0,1085,24551,"LAB",36.7100036114121,38.9310220296136,21.9099855543518,0,0,2.44898880462261,23.6206520949822,25.0497422118946,14.0977416309636,0,0,1.57577517972551,35.6560888824341,68874,18995,16412,8930,0,0,2453,22084,"CON",40.5962812566788,35.0758709125882,19.0852746313315,0,0,5.24257319940158,27.5793477945233,23.8290211110143,12.9657054911868,0,0,3.56157621163284,32.0643493916427
"Chesterfield",10,72033,3528,17464,20292,0,0,1691,29058,"LIB",8.20942408376963,40.6375799883653,47.21815008726,0,0,3.934845840605,4.89775519553538,24.2444435189427,28.1704218899671,0,0,2.34753515749726,40.3398442380576,71878,7214,17891,17342,0,0,3392,26039,"LAB",15.737690612797,39.0300835533061,37.8324134470647,0,0,7.39981238683217,10.0364506524945,24.8907871671443,24.1269929602938,0,0,4.71910737638777,36.2266618436796
"Chichester",20,77862,24840,9719,14277,0,0,3062,25964,"CON",47.8631161123743,18.7271185787506,27.5097306254576,0,0,5.90003468341747,31.9025969022116,12.4823405512317,18.3362872774909,0,0,3.93259870026457,33.3461765688012,81462,31427,5937,15550,0,0,3873,24675,"CON",55.3418916301266,10.4548576258651,27.3830278056597,0,0,6.82022293834857,38.5787238221502,7.28806069087427,19.0886548329282,0,0,4.75436399793769,30.2901966561096
"Chingford and Woodford Green",16,61386,20556,9915,6832,0,0,1347,22736,"CON",53.1849935316947,25.653298835705,17.6765847347995,0,0,3.48512289780078,33.4864627113674,16.1518913107223,11.1295735183918,0,0,2.19431140650963,37.0377610530088,64831,22743,9780,7242,0,0,3341,21725,"CON",52.760636570315,22.6882568551942,16.8004454136315,0,0,7.75066116085928,35.0804399130046,15.0853758232944,11.1705819746726,0,0,5.15339883697614,33.5102034520523
"Chippenham",15,69014,15493,8921,20674,0,0,1658,22268,"LIB",33.1429427116759,19.0839857955761,44.2262439567022,0,0,3.54682753604586,22.4490683049816,12.9263627669748,29.9562407627438,0,0,2.40241110499319,32.2659170603066,72105,21500,3620,23970,0,0,3295,19720,"LIB",41.0422830963062,6.91037510737807,45.7573732938818,0,0,6.2899685024339,29.8176270716316,5.02045627903752,33.2431870189307,0,0,4.56972470702448,27.3490049233756
"Chipping Barnet",16,71525,20825,15397,6960,0,0,2476,25867,"CON",45.6108458539577,33.7224582767533,15.2437688904464,0,0,5.4229269788427,29.115693813352,21.5267389024817,9.73086333449843,0,0,3.46172666899685,36.1649772806711,77798,24700,12773,10202,0,0,2933,27190,"CON",48.8065128042997,25.2390926335757,20.1588681631363,0,0,5.7955263989883,31.7488881462248,16.4181598498676,13.1134476464691,0,0,3.77001979485334,34.9494845625852
"Chorley",5,70648,15402,22089,6933,0,0,0,26224,"LAB",34.6704484062669,49.7231226364127,15.6064289573204,0,0,0,21.8010417846224,31.2662778847243,9.81344128637753,0,0,0,37.1192390442759,70950,18922,21515,6957,0,0,2380,21176,"LAB",38.0158315586451,43.2253787117772,13.9771768393137,0,0,4.78161289026399,26.6694855532065,30.3241719520789,9.80549682875264,0,0,3.35447498238196,29.84637068358
"Christchurch",18,66670,25904,7116,11474,0,0,1958,20218,"CON",55.7650908464652,15.3190390080083,24.7007663825024,0,0,4.2151037630242,38.8540572971351,10.6734663266837,17.2101394930253,0,0,2.93685315734213,30.3254837258137,68861,27888,4849,12478,0,0,4201,19445,"CON",56.43516270034,9.81261129998381,25.2509308725919,0,0,8.50129512708435,40.4989761984287,7.04172172928073,18.1205617112734,0,0,6.10069560418815,28.238044756829
"Cities of London and Westminster",16,63802,15356,8155,6033,0,0,2593,31665,"CON",47.7829293337897,25.3757351339577,18.7727541463111,0,0,8.06858138594144,24.0682110278675,12.7817309802201,9.45581643208677,0,0,4.06413592050406,49.6301056393217,66489,19264,8188,7574,0,0,1905,29558,"CON",52.1621402074138,22.1710757899867,20.5085158809672,0,0,5.15826812163223,28.9732136142821,12.3148189926153,11.3913579689874,0,0,2.86513558633759,44.4554738377777
"Clacton",14,68363,20035,14219,6059,0,0,2655,25395,"CON",46.6277229566189,33.092068516105,14.1011915844349,0,0,6.17901694284118,29.3067887600018,20.7992627590948,8.86298143732721,0,0,3.88367976829572,37.1472872752805,67194,22867,10799,5577,0,0,3880,24071,"CON",53.0273867773578,25.0423208032836,12.9327736938525,0,0,8.99751872550611,34.0313123195523,16.0713754204244,8.29984820073221,0,0,5.77432508854957,35.8231389707414
"Cleethorpes",8,70745,16248,18889,6437,0,0,2017,27154,"LAB",37.2737491684063,43.3323392443394,14.766809662545,0,0,4.62710192470923,22.966994133861,26.7001201498339,9.09887624567107,0,0,2.85108488232384,38.3829245883101,70214,18939,14641,8192,0,0,3194,25248,"CON",42.1184895254192,32.5601565627363,18.2182093137037,0,0,7.10314459814082,26.973253197368,20.8519668442191,11.6671888797106,0,0,4.5489503517817,35.9586407269206
"Clwyd South",12,49768,8041,14417,4717,2772,0,1358,18463,"LAB",25.6859926529308,46.0533461108449,15.0678805302667,8.85481552467657,0,4.33796518128095,16.1569683330654,28.968413438354,9.47797781707121,5.56984407651503,0,2.72866098697959,37.0981353480148,53748,10477,13311,5965,3009,1100,819,19067,"LAB",30.2096248666417,38.381246215507,17.1996193881376,8.67622040886941,3.17176552002537,2.36152360081889,19.4928183374265,24.7655726724715,11.0980873706929,5.59834784550123,2.04658778001042,1.52377762893503,35.4748083649624
"Clwyd West",12,56370,12917,12776,4948,4099,0,1329,20301,"CON",35.8119160497935,35.4209986414927,13.718151321079,11.3643294796085,0,3.68460450802628,22.9146709242505,22.6645378747561,8.77771864466915,7.2715983679262,0,2.35763704097924,36.0138371474188,57913,15833,9414,5801,5864,864,335,19802,"CON",41.5444359896093,24.7015297420692,15.221327175881,15.3866337802734,2.26706200309622,0.879011309070872,27.3392847892528,16.2554176091724,10.0167492618238,10.1255331272771,1.49189301193169,0.578453887728144,34.192668312814
"Coatbridge, Chryston and Bellshill",2,67385,2775,24725,4605,5206,0,1033,29041,"LAB",7.23711662841644,64.4820571667014,12.009701648237,13.5770915919049,0,2.69403296474025,4.11812717963939,36.6921421681383,6.83386510350968,7.72575498998293,0,1.53298211768198,43.0971284410477,70067,3374,27728,3519,7014,0,0,28432,"LAB",8.10375885673112,66.5978143388976,8.4520235378888,16.8464032664825,0,0,4.81539098291635,39.5735510297287,5.02233576433985,10.0104185993406,0,0,40.5783036236745
"Colchester",14,72578,13153,8396,19694,0,0,0,31335,"LIB",31.8914724923017,20.3573939820091,47.7511335256892,0,0,0,18.1225715781642,11.5682438204415,27.1349444735319,0,0,0,43.1742401278624,74062,15169,5680,22151,0,0,3139,27923,"LIB",32.8767420186827,12.3106265848848,48.0092763172154,0,0,6.80335507921715,20.4814884826227,7.66925008776431,29.9087251221949,0,0,4.23834084955848,37.7021954578596
"Colne Valley",7,77180,16541,18108,12380,0,0,3613,26538,"LAB",32.662612061135,35.7568816397457,24.4461119229098,0,0,7.13439437620947,21.431718061674,23.4620367970977,16.0404249805649,0,0,4.68126457631511,34.3845555843483,80062,20440,14589,15603,0,0,4664,24766,"CON",36.9646990740741,26.3834635416667,28.2172309027778,0,0,8.43460648148148,25.5302140840848,18.2221278509155,19.4886462991182,0,0,5.82548524893208,30.9335265169494
"Congleton",11,72772,21188,12943,12551,0,0,0,26090,"CON",45.3879439612699,27.725890064693,26.8861659740371,0,0,0,29.1155939097455,17.7856868026164,17.2470180838784,0,0,0,35.8517012037597,73692,23250,8747,16187,0,0,2596,22912,"CON",45.7857424182749,17.2252855454904,31.8767231193383,0,0,5.11224891689642,31.5502361178961,11.8696737773435,21.9657493350703,0,0,3.522770449981,31.0915703197091
"Copeland",4,62032,13597,17513,5303,0,0,2278,23341,"LAB",35.1425396086945,45.2637564291437,13.7060298260577,0,0,5.887674136104,21.9193319576992,28.2322027340727,8.54881351560485,0,0,3.67229816868713,37.627353623936,63291,15866,19699,4365,0,0,2857,20504,"LAB",37.0813564867834,46.0396849510365,10.2016967770585,0,0,6.67726178512165,25.0683351503373,31.1244884738746,6.89671517277338,0,0,4.51406993095385,32.3963912720608
"Corby",13,72999,19394,20913,6183,0,1278,757,24474,"LAB",39.9670273055126,43.097372488408,12.741885625966,0,2.63369397217929,1.56002060793405,26.5674872258524,28.6483376484609,8.46997904080878,0,1.75070891382074,1.03700050685626,33.5264866642009,78305,22886,20991,7834,0,0,2525,24069,"CON",42.1970646802862,38.7030754480419,14.4442805516631,0,0,4.65557932000885,29.2267415873827,26.8067173232871,10.004469701807,0,0,3.22457058936211,30.737500798161
"Cornwall North",18,65008,14106,5342,18638,0,2506,1355,23061,"LIB",33.6281498080912,12.7351181252533,44.4322597563592,0,5.97420554509262,3.23026676520371,21.6988678316515,8.21745015998031,28.6703174993847,0,3.85491016490278,2.08435884814177,35.474095495939,68662,19531,1971,22512,0,2300,530,21818,"LIB",41.6937067714115,4.20758261463581,48.0573819485953,0,4.9099137562975,1.13141490905986,28.4451370481489,2.87058343770936,32.7866942413562,0,3.34974221549037,0.771897119221695,31.7759459380735
"Cornwall South East",18,69077,16826,4973,20282,0,2521,1148,23327,"LIB",36.7781420765027,10.8699453551913,44.3322404371585,0,5.5103825136612,2.50928961748634,24.3583247680125,7.19921247303733,29.3614372367069,0,3.64955050161414,1.66191351680009,33.7695615038291,72237,22390,3507,19170,0,3083,1467,22620,"CON",45.125662575327,7.06814196747083,38.6359513876292,0,6.21359614648205,2.95664792309088,30.9951963675125,4.85485277627808,26.5376469122472,0,4.26789595359719,2.03081523319075,31.3135927571743
"Cotswolds, The",15,75128,24797,9273,14121,0,108,1967,24862,"CON",49.331556121434,18.4478573986392,28.0925476465205,0,0.214856960967652,3.91318187243863,33.0063358534767,12.3429347247365,18.7959216270898,0,0.143754658715792,2.6181982749441,33.0928548610372,76728,29075,5886,16211,0,0,3660,21896,"CON",53.0256054858477,10.7346075284505,29.5648526407937,0,0,6.67493434490808,37.8935981649463,7.6712543009071,21.1278803044521,0,0,4.77009696590554,28.537170263789
"Coventry North East",9,72368,7291,21776,6468,0,0,2934,33899,"LAB",18.9529231329122,56.6066183160467,16.8135381735943,0,0,7.62692037744677,10.0748949812072,30.0906478001327,8.93765200088437,0,0,4.05427813398187,46.8425270837939,73035,9609,21384,7210,0,0,5180,29652,"LAB",22.1492289606528,49.2911970126547,16.619413134177,0,0,11.9401608925155,13.1567056890532,29.279112754159,9.87197918806052,0,0,7.09248990210173,40.5997124666256
"Coventry North West",9,70122,11153,19963,7702,0,0,2804,28500,"LAB",26.7959252318485,47.9626159242708,18.5046369708327,0,0,6.73682187304791,15.905136761644,28.4689541085537,10.9837140982858,0,0,3.99874504435127,40.6434499871652,72871,13648,19936,8344,0,0,4632,26311,"LAB",29.3127147766323,42.8178694158076,17.9209621993127,0,0,9.94845360824742,18.7289868397579,27.3579338831634,11.4503712039083,0,0,6.35643808922617,36.1062699839442
"Coventry South",9,69797,12533,19028,7114,0,0,2550,28572,"LAB",30.4014554275318,46.1564584596725,17.2565191024864,0,0,6.18556701030928,17.9563591558376,27.2619167012909,10.1924151467828,0,0,3.65345215410404,40.9358568419846,73652,15352,19197,8278,0,0,3097,27728,"LAB",33.4291438028046,41.8016723281944,18.0254333246233,0,0,6.74375054437767,20.8439689349916,26.0644653234128,11.2393417694021,0,0,4.20490957475697,37.6473143974366
"Crawley",20,71912,16374,16412,6501,0,0,2686,29939,"LAB",39.0107926524194,39.1013270435756,15.4885283396469,0,0,6.39935196435804,22.7694960507287,22.8223384136166,9.04021581933474,0,0,3.73512070308154,41.6328290132384,72781,21264,15336,6844,0,0,4060,25277,"CON",44.7625463118895,32.2835971707646,14.4072078140788,0,0,8.54664870326709,29.2164163724049,21.0714334785177,9.40355312512881,0,0,5.57837897253404,34.7302180514145
"Crewe and Nantwich",11,75560,14606,22050,8038,0,0,753,30113,"LAB",32.1385349968095,48.5180539969635,17.6865359649702,0,0,1.65687504125685,19.3303335097935,29.1821069348862,10.6379036527263,0,0,0.996559025939651,39.8530968766543,77460,23420,17374,7656,0,0,2634,26376,"CON",45.8460574739644,34.0106491269282,14.9870801033592,0,0,5.15621329574818,30.2349599793442,22.4296411050865,9.88381099922541,0,0,3.4004647560031,34.0511231603408
"Croydon Central",17,75166,18490,18711,5744,0,0,2585,29636,"LAB",40.610586426532,41.0959806720843,12.6158576762574,0,0,5.67757522512629,24.5988877950137,24.892903706463,7.64175292020328,0,0,3.4390548918394,39.4274006864806,78880,19567,16688,6553,0,3239,3620,29213,"CON",39.3963798900678,33.5997744981577,13.1938711820726,0,6.52143274206213,7.28854168763968,24.8060344827586,21.1561866125761,8.30755578093306,0,4.10623732251521,4.58924949290061,37.0347363083164
"Croydon North",17,86176,10119,24259,7791,0,0,3119,40888,"LAB",22.3436671966084,53.5660660660661,17.2032326444091,0,0,6.88703409291645,11.7422484218344,28.1505291496472,9.04080022279985,0,0,3.61933717044189,47.4470850352766,85212,12466,28947,7226,0,0,3037,33536,"LAB",24.1233841628609,56.0163325334778,13.9832804396625,0,0,5.87700286399876,14.6293949209032,33.9705675257006,8.48002628737737,0,0,3.56405201145379,39.3559592545651
"Croydon South",17,80151,26355,12274,10458,0,0,1795,29269,"CON",51.7963130380095,24.1224794622853,20.5534373648835,0,0,3.52777013482174,32.8816858180185,15.313595588327,13.0478721413332,0,0,2.23952290052526,36.517323551796,81301,28684,11287,12866,0,0,3485,24979,"CON",50.9285891836227,20.0401264159653,22.8436490181457,0,0,6.18763538226625,35.2812388531506,13.8829780691504,15.8251436021697,0,0,4.28654014095768,30.7240993345715
"Cumbernauld, Kilsyth and Kirkintilloch East",2,64748,2718,20251,5817,8689,0,1613,25660,"LAB",6.95354072861236,51.8087392550143,14.8818051575931,22.2293286942284,0,4.12658616455178,4.19781305986285,31.2766417495521,8.98406128374622,13.4197195280163,0,2.49119663927843,39.6305677395441,64037,3407,23549,3924,9794,0,476,22887,"LAB",8.27946537059538,57.2272174969623,9.53584447144593,23.8007290400972,0,1.15674362089915,5.32036166591189,36.7740525008979,6.1277074191483,15.2942829926449,0,0.74332026797008,35.7402751534269
"Cynon Valley",12,49354,2240,18295,3769,3938,0,833,20279,"LAB",7.70421324161651,62.9234737747205,12.9630266552021,13.5442820292347,0,2.86500429922614,4.53863921870568,37.0689305831341,7.63666572111683,7.97908984074239,0,1.68780645945617,41.0888681768448,50656,3010,15681,4120,6064,1001,0,20780,"LAB",10.0749765698219,52.4869460436471,13.7903333779622,20.2972285446512,3.35051546391753,0,5.94204042956412,30.9558591282375,8.13329121920404,11.9709412507896,1.9760739102969,0,41.0217940619078
"Dagenham and Rainham",16,70745,13802,19756,3036,0,1178,2048,30925,"LAB",34.6609743847313,49.6132596685083,7.62430939226519,0,2.95831240582622,5.14314414866901,19.5095059721535,27.9256484557213,4.29146936179235,0,1.66513534525408,2.89490423351474,43.7133366315641,69764,15183,17813,3806,0,4952,2478,25532,"LAB",34.325827455236,40.2717489600289,8.60463013203111,0,11.1955145595949,5.60227889310906,21.7633736597672,25.5332263058311,5.45553580643312,0,7.09821684536437,3.55197523077805,36.5976721518262
"Darlington",4,66540,10490,20962,7448,0,28,1250,26362,"LAB",26.1088157698243,52.1728309024839,18.5375080890039,0,0.0696898800338494,3.11115535865399,15.7649534114818,31.5028554253081,11.1932672076946,0,0.0420799519086264,1.87856928163511,39.6182747219717,69352,13503,16891,10046,0,0,2456,26456,"LAB",31.4784595300261,39.3766318537859,23.4194330473704,0,0,5.72547556881761,19.4702387818664,24.3554619910024,14.4855231283885,0,0,3.54135425077864,38.147421847964
"Dartford",20,71682,18716,19822,4114,0,0,2659,26371,"LAB",41.3056432212928,43.7465516099843,9.07947297565713,0,0,5.8683321930657,26.1097625624285,27.6526882620463,5.73923718646243,0,0,3.70943891074468,36.7888730783181,76271,24428,13800,7361,0,0,4491,26191,"CON",48.7779552715655,27.555910543131,14.698482428115,0,0,8.9676517571885,32.0279005126457,18.0933775615896,9.65111248049717,0,0,5.88821439341296,34.3393950518546
"Daventry",13,69962,25085,14030,6873,0,0,1355,22619,"CON",52.9856578586063,29.6347928944089,14.5174577023002,0,0,2.86209154468454,35.8551785254853,20.0537434607358,9.82390440524856,0,0,1.9367656727938,32.3304079357365,71451,29252,8168,10064,0,0,4290,19677,"CON",56.4994012438676,15.7762583536138,19.4383281183606,0,0,8.28601228415807,40.9399448573148,11.4316104743111,14.0851772543421,0,0,6.00411470798169,27.5391527060503
"Delyn",12,52767,8895,15541,6086,2525,0,956,18764,"LAB",26.1594565185425,45.704790753757,17.8984207275829,7.42581536923213,0,2.81151663088551,16.8571266132242,29.4521196960221,11.5337237288457,4.78518771201698,0,1.81173839710425,35.5601038527868,53470,12811,15083,5747,1844,844,655,16486,"LAB",34.6393034825871,40.7825005407744,15.5391520657582,4.98593986588795,2.28206792126325,1.77103612372918,23.9592294744717,28.208341125865,10.7480830372171,3.44866280157097,1.57845520852815,1.22498597344305,30.8322423789041
"Denton and Reddish",6,65133,6169,19854,5619,0,0,2229,31262,"LAB",18.2132207493136,58.6165156033185,16.5894127719878,0,0,6.58085087538012,9.4713893111019,30.4822440237668,8.6269632904979,0,0,3.42222836350237,47.9971750111311,64765,9360,19191,6727,0,0,2357,27130,"LAB",24.8704663212435,50.9924272618573,17.8743191178424,0,0,6.26278729905673,14.4522504439126,29.6317455415734,10.3867829846368,0,0,3.63931135644252,41.8899096734347
"Derby North",10,63694,9811,17542,11143,0,0,1768,23430,"LAB",24.366679912577,43.567454798331,27.6748460162925,0,0,4.39101927279952,15.4033346940057,27.5410556724338,17.4945834772506,0,0,2.77577165824096,36.7852544980689,71484,14283,14896,12638,0,0,3263,26404,"LAB",31.6836734693878,33.0434782608696,28.0346051464064,0,0,7.23824312333629,19.980694980695,20.8382295338817,17.679480722959,0,0,4.56465782552739,36.9369369369369
"Derby South",10,63330,7336,19811,10114,0,0,2493,23576,"LAB",18.4534889570861,49.8339789706696,25.4414650098103,0,0,6.27106706243397,11.583767566714,31.282172745934,15.9703142270646,0,0,3.93652297489342,37.227222485394,71012,11729,17851,8430,0,0,3178,29824,"LAB",28.4767407982908,43.3402932893076,20.4671263474799,0,0,7.71583956492182,16.5169267166113,25.1380048442517,11.871233031037,0,0,4.47529994930434,41.9985354587957
"Derbyshire Dales",10,61669,22555,8761,9824,0,0,1266,19263,"CON",53.1882280809319,20.6598122907136,23.1665330377777,0,0,2.98542659057681,36.5742917835541,14.2064894841817,15.930208046182,0,0,2.05289529585367,31.2361153902285,63367,24378,9061,10512,0,0,2829,16587,"CON",52.1120136810603,19.3693886276186,22.4711415134673,0,0,6.04745617785378,38.4711285053735,14.2992409298215,16.5890763331071,0,0,4.46446888759133,26.1760853441066
"Derbyshire Mid",10,63939,18989,14912,6610,0,224,1313,21891,"CON",45.1602929984779,35.4642313546423,15.7201293759513,0,0.532724505327245,3.12262176560122,29.6986189962308,23.3222289995152,10.3379783856488,0,0.350333912009884,2.05351976102222,34.2373199455731,66297,22877,11585,9711,0,0,3169,18955,"CON",48.3228422964809,24.4708715305648,20.512441383972,0,0,6.6938447889823,34.5068404301854,17.474395523176,14.6477216163627,0,0,4.78000512843718,28.5910373018387
"Derbyshire North East",10,70271,11195,20497,9269,0,0,1975,27335,"LAB",26.0736910750885,47.738494503447,21.5879448481461,0,0,4.59986957331843,15.9311807146618,29.1685047886041,13.1903630231532,0,0,2.81054773661966,38.8994037369612,71422,15503,17948,10947,0,0,2636,24388,"LAB",32.9612620657397,38.1596292044053,23.27465237913,0,0,5.60445635072501,21.7061969701213,25.1295119150962,15.3272101033295,0,0,3.69073954803842,34.1463414634146
"Derbyshire South",10,66884,17171,19790,5337,0,0,1600,22986,"LAB",39.115677251811,45.0817804911386,12.1577292815162,0,0,3.64481297553419,25.67280665032,29.5885413551821,7.97948687279469,0,0,2.39220142335985,34.3669636983434,70610,22935,15807,8012,0,0,3665,20191,"CON",45.4888038239553,31.3512763045677,15.8908348043396,0,0,7.26908506713739,32.4812349525563,22.386347542841,11.3468347259595,0,0,5.19048293442855,28.5950998442147
"Devizes",15,65130,22647,9481,8303,0,0,2183,22516,"CON",53.1445065002112,22.2485568123152,19.4842070680997,0,0,5.12272961937391,34.7719944725933,14.5570397666206,12.7483494549363,0,0,3.35175802241671,34.5708582834331,67374,25519,4711,12514,0,0,3596,21034,"CON",55.0690548122572,10.166163141994,27.0047475183427,0,0,7.76003452740613,37.8766289666637,6.99231157419776,18.5739305963725,0,0,5.33737049900555,31.2197583637605
"Devon Central",18,66993,21809,4760,15354,0,0,4419,20651,"CON",47.0609813991627,10.2714600146735,33.131932156575,0,0,9.53562642958871,32.5541474482409,7.10521994835281,22.9188124132372,0,0,6.59621154448972,30.8256086456794,71204,27737,3715,18507,0,2870,1044,17331,"CON",51.4859020288456,6.89584764167579,34.3530154251666,0,5.32734393852208,1.93789096578991,38.9542722318971,5.21740351665637,25.9915173304871,0,4.03067243413291,1.46620976349643,24.3399247233301
"Devon East",18,70502,23990,7282,13355,0,0,3975,21900,"CON",49.3601086375046,14.9829225134768,27.4782930743591,0,0,8.17867577465948,34.0274034779155,10.3287849990071,18.9427250290772,0,0,5.63813792516524,31.0629485688349,73109,25662,5721,16548,0,4346,815,20017,"CON",48.3349657198825,10.7756347472312,31.1685376327884,0,8.18579070293076,1.53507119716718,35.1010135551027,7.82530194640879,22.6346961386423,0,5.94454855079402,1.1147738308553,27.3796659781969
"Devon North",18,72195,17595,4422,22848,0,0,4333,22997,"LIB",35.7636489288182,8.9881702508232,46.4409122322046,0,0,8.80726858815399,24.3714938707667,6.12507791398296,31.6476210263869,0,0,6.00180067871736,31.8540065101461,74508,18484,2671,24305,0,3720,2141,23187,"LIB",36.0164455096354,5.20449718438846,47.3587810058261,0,7.24849476822353,4.1717815319265,24.8080743007462,3.58484994899877,32.620658184356,0,4.9927524561121,2.87351693777849,31.1201481720084
"Devon South West",18,68405,21386,11093,11245,0,0,3170,21511,"CON",45.6049814475199,23.6554783127905,23.9796135966222,0,0,6.75992664306734,31.2637965061034,16.2166508296177,16.4388568087128,0,0,4.63416416928587,31.4465316862802,70059,27908,6193,12034,0,0,3725,20199,"CON",55.9727236261532,12.4207781789009,24.1355796229442,0,0,7.4709185720016,39.8349962174738,8.83969225938138,17.1769508557073,0,0,5.31694714454959,28.8314135228878
"Devon West and Torridge",18,72133,19637,5771,19689,0,0,5475,21561,"LIB",38.8297872340425,11.4114529779325,38.9326109309499,0,0,10.8261488570751,27.2233235828262,8.00049907809186,27.295412640539,0,0,7.59014598034187,29.8906187182011,76574,25230,2917,22273,0,3021,1816,21317,"CON",45.6593734730441,5.27896918037534,40.3080152740829,0,5.46718062869863,3.28646144379898,32.9485203855094,3.80938699819782,29.0868963355708,0,3.9452033327239,2.37156214903231,27.8384307989657
"Dewsbury",7,75988,13587,18979,7515,0,3702,2691,29514,"LAB",29.2357016826613,40.8378878512717,16.1703317984249,0,7.96574428712829,5.79033438051384,17.880454808654,24.9763120492709,9.88971942938359,0,4.87182186661052,3.54134863399484,38.8403432120861,78901,18898,17372,9150,0,3813,4775,24893,"CON",34.9911124277885,32.1656050955414,16.941934528218,0,7.06006517552955,8.84128277292253,23.9515342010874,22.0174649243989,11.5968111937745,0,4.83263836960241,6.05188780877302,31.5496635023637
