"Market","date_char","Outcome","Back","Lay","Matched"
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Ed Balls",3.65,750,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","George Osborne",17,40,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Boris Johnson",5.7,7.8,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Nigel Farage",40,65,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Philip Hammond",27,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Theresa May",13.5,27,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Liam Fox",44,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Yvette Cooper",25,95,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Justine Greening",6,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/10/2014 10:43:54","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Chuka Umunna",22,32,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","David Davis",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Ed Balls",100,750,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Chris Huhne",4.2,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Nigel Farage",22,42,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Ed Miliband",2.2,2.44,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Yvette Cooper",14.5,250,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 09:13:16","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Chuka Umunna",22,32,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","David Davis",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","David Miliband",40,500,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Ed Balls",100,750,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Alistair Darling",3.85,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Andy Burnham",15,21,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Boris Johnson",7.2,200,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Chris Huhne",4.2,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Nigel Farage",22,48,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Philip Hammond",21,950,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Ed Miliband",2.2,2.42,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","George Osborne",17.5,300,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","James Purnell",42,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Liam Fox",46,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Sajid Javid",36,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Theresa May",13,21,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Yvette Cooper",14.5,250,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Rachel Reeves",50,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Justine Greening",6.4,NA,NA
"Next Prime Minister - Next Prime Minister","29/11/2014 23:59:08","Tim Farron",4.3,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","David Davis",44,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Caroline Spelman",1.04,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Nick Clegg",3.8,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Nigel Farage",50,1000,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","James Purnell",34,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Jeremy Hunt",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Jim Murphy",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Boris Johnson",8.2,20,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Justine Greening",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Ed Miliband",2.14,2.24,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Harriet Harman",50,100,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Theresa May",15,800,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Liam Fox",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","William Hague",26,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 16:31:13","Sajid Javid",1.01,50,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Chuka Umunna",26,100,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","David Miliband",42,65,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","George Osborne",15,36,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Alistair Darling",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Andy Burnham",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Justine Greening",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Caroline Spelman",1.04,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Michael Gove",24,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Nick Clegg",3.8,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","David Davis",44,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Nigel Farage",50,1000,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Philip Hammond",24,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Ed Balls",30,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","James Purnell",34,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Jeremy Hunt",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Jim Murphy",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Boris Johnson",8.2,20,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Liam Fox",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Ed Miliband",2.14,2.24,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Harriet Harman",50,100,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Yvette Cooper",13.5,34,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Theresa May",15,800,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","William Hague",26,NA,NA
"Next Prime Minister - Next Prime Minister","30/06/2014 19:56:24","Sajid Javid",1.01,50,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Chuka Umunna",50,1000,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","David Davis",1.04,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Caroline Spelman",21,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Nigel Farage",40,100,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","David Miliband",46,95,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Philip Hammond",21,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Ed Balls",60,600,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","George Osborne",11.5,40,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Boris Johnson",7,7.6,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Justine Greening",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Liam Fox",3.5,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Ed Miliband",1.96,1.98,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Yvette Cooper",3.5,900,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Theresa May",15.5,800,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","William Hague",40,NA,NA
"Next Prime Minister - Next Prime Minister","30/09/2014 19:18:09","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Chuka Umunna",32,65,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","David Davis",3.55,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Nigel Farage",40,65,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","David Miliband",46,95,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Philip Hammond",27,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Ed Balls",3.65,750,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","George Osborne",17,40,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Boris Johnson",5.7,7.8,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Justine Greening",6,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Liam Fox",44,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Theresa May",13.5,27,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Sajid Javid",34,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 09:34:54","Yvette Cooper",25,95,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Chris Huhne",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","George Osborne",17,40,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Harriet Harman",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Alistair Darling",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Andy Burnham",40,500,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Caroline Spelman",26,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Michael Gove",30,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Chuka Umunna",32,65,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Nick Clegg",50,200,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","David Davis",3.55,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Nigel Farage",40,65,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","David Miliband",46,95,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Philip Hammond",27,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Ed Balls",3.65,750,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Ed Miliband",1.95,2,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Theresa May",13.5,27,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","James Purnell",3.7,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Jeremy Hunt",65,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Boris Johnson",5.7,7.8,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Justine Greening",6,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Liam Fox",44,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","William Hague",50,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Tim Farron",1.01,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Jim Murphy",46,NA,NA
"Next Prime Minister - Next Prime Minister","30/10/2014 17:24:00","Yvette Cooper",25,95,NA
