Name;MP;Region;County Area;Electorate;CON;LAB;LIB;NAT;MIN;OTH
New Forest East;Julian Lewis;19;Hampshire;71345;23319;5748;15623;0;0;2346
New Forest West;Desmond Swayne;19;Hampshire;66521;24659;7330;8520;0;0;3756
Newark;Patrick Mercer;10;Nottinghamshire;71881;24934;12289;7777;0;0;1137
Newbury;Richard Benyon;19;Berkshire;74800;26371;3205;22962;0;0;1339
Newcastle upon Tyne Central;Jim Cousins;4;Newcastle area;58725;5742;16309;8175;0;0;2005
Newcastle upon Tyne East;Nick Brown;4;Newcastle area;60374;4105;17670;11332;0;0;791
Newcastle upon Tyne North;Doug Henderson;4;Newcastle area;68862;5895;20328;13574;0;0;1024
Newcastle-under-Lyme;Paul Farrelly;11;Staffordshire;68414;9944;18052;7528;0;0;4262
Newton Abbot;Richard Younger-Ross;18;Devon;67548;15584;5366;22009;0;0;3400
Norfolk Mid;Keith Simpson;13;Norfolk;72410;23574;16333;5682;0;0;2076
Norfolk North;Norman Lamb;13;Norfolk;67540;18527;4182;25746;0;0;840
Norfolk North West;Henry Bellingham;13;Norfolk;74537;23223;14291;6893;0;0;1530
Norfolk South;Richard Bacon;13;Norfolk;72344;21891;10673;15372;0;89;1477
Norfolk South West;Christopher Fraser;13;Norfolk;72198;20642;13862;8067;0;0;2465
Normanton, Pontefract and Castleford;Yvette Cooper;7;West Yorkshire;78149;7349;27087;4754;0;0;3087
Northampton North;Sally Keeble;13;Northamptonshire;64901;10706;14604;9822;0;0;1866
Northampton South;Unknown (changed seat);13;Northamptonshire;65050;14515;16670;6134;0;0;1755
Northamptonshire South;Unknown (new seat);13;Northamptonshire;74135;24784;11426;8675;0;0;3298
Norwich North;Ian Gibson;13;Norfolk;65827;12456;18534;7292;0;55;1855
Norwich South;Charles Clarke;13;Norfolk;68434;8772;15611;12339;0;2958;1403
Nottingham East;John Heppell;10;Nottinghamshire;59675;6579;13809;6578;0;0;2679
Nottingham North;Graham Allen;10;Nottinghamshire;64415;5807;18684;5465;0;0;1712
Nottingham South;Alan Simpson;10;Nottinghamshire;67360;9131;15644;7957;0;0;1271
Nuneaton;Bill Olner;10;Warwickshire;67112;14620;19661;4905;0;0;2234
Old Bexley and Sidcup;Derek Conway;17;Bexley;65027;21131;11835;5972;0;0;3546
Oldham East and Saddleworth;Phil Woolas;6;Eastern Manchester;72015;6998;17492;13018;0;0;3553
Oldham West and Royton;Michael Meacher;6;Eastern Manchester;71303;8105;18164;8285;0;0;3322
Orpington;John Horam;17;Bromley;66448;24370;2674;18859;0;0;559
Oxford East;Andrew Smith;15;Oxfordshire;79351;7988;16755;16069;0;0;5645
Oxford West and Abingdon;Evan Harris;15;Oxfordshire;75636;16406;7769;23317;0;0;2224
Pendle;Gordon Prentice;5;Lancashire;64917;13069;15247;9528;0;0;3284
Penistone and Stocksbridge;Angela Smith;8;South Yorkshire;68361;9056;18816;9532;0;85;1972
Penrith and The Border;David Maclean;4;Cumbria;63235;21870;8108;10105;0;0;1715
Peterborough;Stewart Jackson;13;Cambridgeshire;73954;19067;16004;7295;0;0;2706
Plymouth Moor View;Alison Seabeck;18;Devon;68120;9961;17618;7566;0;2702;1416
Plymouth Sutton and Devonport;Linda Gilroy;18;Devon;71929;11936;16491;9119;0;622;2775
Poole;Robert Syms;18;Dorset;66518;19131;9255;12169;0;0;1807
Poplar and Limehouse;Jim Fitzpatrick;16;Tower Hamlets;68867;8435;11488;5107;0;5210;2012
Portsmouth North;Sarah McCarthy-Fry;19;Hampshire;68872;15564;15897;8080;0;0;1563
Portsmouth South;Mike Hancock;19;Hampshire;64981;12394;8228;15652;0;0;714
Preston;Mark Hendrick;5;Lancashire;51558;5797;13467;6362;0;0;2434
Pudsey;Paul Truswell;7;West Yorkshire;66580;15043;19964;7760;0;0;1072
Putney;Justine Greening;17;Wandsworth;60220;15172;13441;5869;0;0;1333
Rayleigh and Wickford;Mark Francois;14;Essex;74197;25487;11977;6144;0;0;3340
Reading East;Rob Wilson;19;Berkshire;71480;15381;14595;10508;0;0;2652
Reading West;Martin Salter;19;Berkshire;70529;14496;19451;6814;0;0;2385
Redcar;Vera Baird;4;Teesside;66948;6956;19968;7851;0;2379;1707
Redditch;Jacqui Smith;11;Hereford and Worcestershire;65970;16060;18188;5904;0;0;1383
Reigate;Crispin Blunt;19;Surrey;67528;21389;9588;9894;0;0;2928
Ribble South;David Borrow;5;Lancashire;73026;17617;21216;5989;0;0;1205
Ribble Valley;Nigel Evans;5;Lancashire;75991;21671;13536;10337;0;0;2280
Richmond;William Hague;7;North Yorkshire;77905;30599;10597;7982;0;0;1578
Richmond Park;Susan Kramer;17;Richmond upon Thames;69885;20155;4709;23751;0;0;2271
Rochdale;Paul Rowen;6;Eastern Manchester;74090;4902;17313;17902;0;0;3074
Rochester and Strood;Unknown (changed seat);20;Kent;72734;19114;18447;5343;0;0;1495
Rochford and Southend East;James Duddridge;14;Essex;69271;17377;12181;5715;0;0;3134
Romford;Andrew Rosindell;16;Havering;67925;24518;12216;3458;0;1;2299
Romsey and Southampton North;Sandra Gidley;19;Hampshire;66540;19218;5330;19357;0;0;1393
Rossendale and Darwen;Janet Anderson;5;Lancashire;72175;15435;19030;6459;0;0;3445
Rother Valley;Kevin Barron;8;South Yorkshire;70349;10045;20231;6450;0;0;3876
Rotherham;Denis MacShane;8;South Yorkshire;61833;4351;19873;5501;0;0;4631
Rugby;Jeremy Wright;10;Warwickshire;68046;18835;18428;7821;0;0;598
Ruislip, Northwood and Pinner;Nick Hurd;17;Hillingdon;68052;23558;10893;7210;0;0;2029
Runnymede and Weybridge;Philip Hammond;19;Surrey;74172;22368;10016;7770;0;0;3369
Rushcliffe;Kenneth Clarke;10;Nottinghamshire;68716;23264;13242;8391;0;0;3532
Rutland and Melton;Alan Duncan;10;Leicestershire;76057;25386;12303;9154;0;0;2587
Saffron Walden;Sir Alan Haselhurst;14;Essex;71053;25083;5266;15505;0;0;1597
Salford and Eccles;Hazel Blears;6;Central Manchester;72508;5658;18431;7480;0;0;1919
Salisbury;Robert Key;15;Wiltshire;66000;21433;8988;11453;0;0;2723
Scarborough and Whitby;Robert Goodwill;7;North Yorkshire;73805;19249;18002;7494;0;0;2165
Scunthorpe;Elliot Morley;8;Humber area;64784;9096;17718;5784;0;0;1403
Sedgefield;Tony Blair;4;Durham;64544;5721;23631;4696;0;4223;1883
Sefton Central;Claire Curtis-Thomas;5;Merseyside;67203;14801;17072;7897;0;0;659
Selby and Ainsty;Unknown (changed seat);7;North Yorkshire;69382;21513;20742;4288;0;0;41
Sevenoaks;Michael Fallon;20;Kent;67453;22926;9188;10387;0;0;2267
Sheffield Brightside and Hillsborough;David Blunkett;8;South Yorkshire;67286;3216;22778;4879;0;1601;1353
Sheffield Central;Richard Caborn;8;South Yorkshire;61708;3581;14786;10077;0;1535;3360
Sheffield Hallam;Nick Clegg;8;South Yorkshire;68573;13499;8414;20463;0;61;2162
Sheffield Heeley;Meg Munn;8;South Yorkshire;66139;5481;20100;8252;0;2;4096
Sheffield South East;Clive Betts;8;South Yorkshire;67362;5269;21957;6409;0;61;2928
Sherwood;Paddy Tipping;10;Nottinghamshire;70019;13278;22110;6334;0;0;1748
Shipley;Philip Davies;7;West Yorkshire;68827;18147;17918;7081;0;0;3582
Shrewsbury and Atcham;Daniel Kawczynski;11;Shropshire;73193;18958;17150;11490;0;0;2696
Shropshire North;Owen Paterson;11;Shropshire;73482;23061;12041;9175;0;0;2235
Sittingbourne and Sheppey;Unknown (changed seat);20;Kent;66489;18013;17957;5565;0;0;1596
Skipton and Ripon;David Curry;7;North Yorkshire;74922;24295;9466;13226;0;0;2506
Sleaford and North Hykeham;Douglas Hogg;8;Lincolnshire;78905;26025;14139;10027;0;0;2574
Slough;Fiona Mactaggart;19;Berkshire;75694;10094;18450;6969;0;0;4204
Solihull;Lorely Burt;9;Coventry and Solihull;75036;19838;7710;20187;0;0;2502
Somerset North;Liam Fox;15;Bristol area;71846;21634;11268;15616;0;0;3218
Somerset North East;Dan Norris;15;Bristol area;65072;18217;18241;8666;0;268;1457
Somerton and Frome;David Heath;18;Somerset;76585;23118;5523;23243;0;0;1329
South Holland and The Deepings;John Hayes;8;Lincolnshire;74880;27328;11048;5827;0;0;2445
South Shields;David Miliband;4;Newcastle area;62634;5886;18957;6171;0;0;1049
Southampton Itchen;John Denham;19;Hampshire;72445;10894;19176;8207;0;0;1454
Southampton Test;Alan Whitehead;19;Hampshire;71124;10345;17874;9914;0;0;2597
Southend West;David Amess;14;Essex;66202;18681;9179;9692;0;0;2993
Southport;John Pugh;5;Merseyside;67977;15254;5277;19092;0;0;1575
Spelthorne;David Wilshire;19;Surrey;69650;21619;11684;7319;0;0;2206
St Albans;Anne Main;14;Hertfordshire;64687;16978;15595;11597;0;0;1356
St Austell and Newquay;Unknown (new seat);18;Cornwall;70491;14678;6656;20919;0;730;2548
St Helens North;Dave Watts;5;Merseyside;74611;7936;24011;8734;0;0;1179
St Helens South and Whiston;Shaun Woodward;5;Merseyside;76713;4881;23078;11719;0;0;1476
St Ives;Andrew George;18;Cornwall;64159;12500;5409;21701;0;0;3682
Stafford;David Kidney;11;Staffordshire;71558;18359;20175;6302;0;0;1532
Staffordshire Moorlands;Unknown (changed seat);11;Staffordshire;61894;15397;14057;5766;0;0;3906
Staffordshire South;Patrick Cormack;11;Staffordshire;71554;13798;5642;3541;0;2674;1583
Stalybridge and Hyde;James Purnell;6;Eastern Manchester;66884;9351;17776;5532;0;0;3104
Stevenage;Barbara Follett;14;Hertfordshire;65206;14161;17650;7611;0;0;1457
Stockport;Ann Coffey;6;Eastern Manchester;64131;8756;17617;7656;0;0;968
Stockton North;Frank Cook;4;Teesside;66034;7901;21112;7184;0;0;1978
Stockton South;Dari Taylor;4;Teesside;68519;15014;20380;6855;0;0;925
Stoke-on-Trent Central;Mark Fisher;11;Staffordshire;59250;4957;15098;5351;0;84;3372
Stoke-on-Trent North;Joan Walley;11;Staffordshire;70682;7827;21662;5789;0;0;3716
Stoke-on-Trent South;Robert Flello;11;Staffordshire;67851;8795;17046;5478;0;3222;1801
Stone;William Cash;11;Staffordshire;65296;20878;12293;9184;0;0;1277
Stourbridge;Lynda Waltho;9;Black Country;68378;17475;18525;6841;0;0;1171
Stratford-on-Avon;John Maples;10;Warwickshire;65654;22958;6970;12224;0;0;2975
Streatham;Keith Hill;17;Lambeth;73232;6219;17571;11137;0;2016;626
Stretford and Urmston;Beverley Hughes;6;Central Manchester;63413;11800;20112;5339;0;0;1795
Stroud;David Drew;15;Gloucestershire;75660;20708;21713;7539;0;2948;1052
Suffolk Central and Ipswich North;Sir Michael Lord;13;Suffolk;72255;21680;13347;9911;0;0;3256
Suffolk Coastal;John Gummer;13;Suffolk;77359;23321;13766;11642;0;0;3769
Suffolk South;Tim Yeo;13;Suffolk;68038;20584;11927;13884;0;0;2453
Suffolk West;Richard Spring;13;Suffolk;72333;21719;12717;7377;0;0;2108
Sunderland Central;Bill Etherington;4;Newcastle area;72930;9094;16927;7448;0;0;2820
Surrey East;Peter Ainsworth;19;Surrey;73945;27659;7289;11739;0;0;2567
Surrey Heath;Michael Gove;19;Surrey;76091;24640;7989;13800;0;0;1427
Surrey South West;Jeremy Hunt;19;Surrey;74720;27237;4136;21070;0;0;1128
Sussex Mid;Nicholas Soames;20;West Sussex;74878;24593;6621;18524;0;0;1646
Sutton and Cheam;Paul Burstow;17;Sutton;65305;17527;5114;20207;0;0;342
Sutton Coldfield;Andrew Mitchell;9;Birmingham;72752;24271;11952;7682;0;0;2255
Swindon North;Michael Wills;15;Wiltshire;70853;16984;19383;5412;0;0;1402
Swindon South;Anna Snelgrove;15;Wiltshire;71138;15761;17304;7292;0;0;2435
Tamworth;Brian Jenkins;11;Staffordshire;71676;16231;18802;6176;0;0;2531
Tatton;George Osborne;11;Cheshire;64561;21436;9986;8977;0;0;1233
Taunton Deane;Jeremy Browne;18;Somerset;81464;24513;6708;24526;0;0;994
Telford;David Wright;11;Shropshire;63676;12528;17729;5161;0;0;1753
Tewkesbury;Laurence Robertson;15;Gloucestershire;74455;22054;10347;12491;0;280;1684
Thanet North;Roger Gale;20;Kent;67326;19262;12868;6329;0;0;2287
Thanet South;Unknown (changed seat);20;Kent;70223;18892;18304;5357;0;0;2599
Thirsk and Malton;John Greenway;7;North Yorkshire;75501;27774;10364;8677;0;0;2641
Thornbury and Yate;Steve Webb;15;Bristol area;64541;14478;4975;25466;0;0;1677
Thurrock;Andrew Mackinlay;14;Essex;74973;14261;20024;4505;0;0;2390
Tiverton and Honiton;Angela Browning;18;Devon;73214;22629;8582;14354;0;0;5426
Tonbridge and Malling;Sir John Stanley;20;Kent;68444;24356;11005;8979;0;0;1721
Tooting;Sadiq Khan;17;Wandsworth;71845;12917;18165;8229;0;0;3048
Torbay;Adrian Sanders;18;Devon;74761;16638;6699;19440;0;0;3611
Totnes;Anthony Steen;18;Devon;67366;19434;5091;17817;0;0;2990
Tottenham;David Lammy;16;Haringey;66231;4277;18344;5310;0;2013;1719
Truro and Falmouth;Matthew Taylor;18;Cornwall;64651;14399;6564;18694;0;0;2586
Tunbridge Wells;Greg Clark;20;Kent;68936;23092;9134;11525;0;0;1570
Twickenham;Vincent Cable;17;Richmond upon Thames;72015;16732;5868;26695;0;0;2393
Tynemouth;Alan Campbell;4;Newcastle area;71226;17202;22939;6767;0;0;0
Tyneside North;Stephen Byers;4;Newcastle area;71931;7415;24059;9413;0;0;74
Uxbridge and South Ruislip;John Randall;17;Hillingdon;66159;17832;11261;9122;0;0;2515
Vauxhall;Kate Hoey;17;Lambeth;72102;5021;17540;9388;0;0;1869
Wakefield;Mary Creagh;7;West Yorkshire;68142;11865;17564;8167;0;0;2365
Wallasey;Angela Eagle;5;Merseyside;66021;11799;20675;4880;0;0;841
Walsall North;David Winnick;9;Black Country;63625;9191;16304;4267;0;76;3921
Walsall South;Bruce George;9;Black Country;63501;10722;18297;3266;0;1756;3181
Walthamstow;Neil Gerrard;16;Waltham Forest;63080;6254;17324;9330;0;0;1537
Wansbeck;Denis Murphy;4;Northumberland;63095;5516;20314;9735;0;0;1244
Wantage;Ed Vaizey;15;Oxfordshire;76232;22420;12399;14394;0;0;2745
Warley;John Spellar;9;Black Country;60953;7998;19084;4605;0;39;3044
Warrington North;Helen Jones;11;Cheshire;72162;9191;21235;7541;0;0;2026
Warrington South;Helen Southworth;11;Cheshire;76914;15694;19369;11269;0;0;889
Warwick and Leamington;James Plaskitt;10;Warwickshire;64949;14367;20144;6994;0;0;2313
Warwickshire North;Mike O'Brien;10;Warwickshire;69292;14115;20284;6001;0;0;2711
Washington and Sunderland West;Sharon Hodgson;4;Newcastle area;68220;5400;23430;4463;0;0;2560
Watford;Claire Ward;14;Hertfordshire;76261;14631;16572;15425;0;0;2759
Waveney;Bob Blizzard;13;Suffolk;77033;16581;22454;7494;0;0;3067
Wealden;Charles Hendry;20;East Sussex;74345;25049;8873;12459;0;0;3931
Weaver Vale;Mike Hall;11;Cheshire;67649;12500;17550;7865;0;0;921
Wellingborough;Peter Bone;13;Northamptonshire;74070;21306;20626;5819;0;0;1525
Wells;David Heathcoat-Amory;18;Somerset;77842;23071;8293;20029;0;0;1574
Welwyn Hatfield;Grant Shapps;14;Hertfordshire;65617;22172;16224;6317;0;0;0
Wentworth and Dearne;John Healey;8;South Yorkshire;70785;4813;24866;6215;0;0;2613
West Bromwich East;Tom Watson;9;Black Country;62094;8235;20204;4578;0;2328;967
West Bromwich West;Adrian Bailey;9;Black Country;61361;7266;17458;3099;0;3416;884
West Ham;Lyn Brown;16;Newham;83031;4795;20813;3855;0;8062;2982
Westminster North;Karen Buck;16;City of Westminster;62463;11018;13412;6494;0;0;2210
Westmorland and Lonsdale;Tim Farron;4;Cumbria;66342;20889;3742;21873;0;0;969
Weston-Super-Mare;John Penrose;15;Bristol area;74718;19756;9147;17682;0;0;2390
Wigan;Neil Turner;6;Western Manchester;75898;7413;23338;6606;0;405;2511
Wiltshire North;James Gray;15;Wiltshire;64203;22302;3527;16785;0;0;985
Wiltshire South West;Andrew Murrison;15;Wiltshire;70060;22848;7953;13489;0;0;2668
Wimbledon;Stephen Hammond;17;Merton;63972;17995;15512;7970;0;0;2047
Winchester;Mark Oaten;19;Hampshire;71572;19034;4698;26507;0;0;710
Windsor;Adam Afriyie;19;Berkshire;66759;21633;7333;10799;0;0;2880
Wirral South;Ben Chapman;5;Merseyside;56181;12505;16062;8320;0;0;1008
Wirral West;Unknown (changed seat);5;Merseyside;55127;15526;15342;5841;0;0;523
Witham;Unknown (new seat);14;Essex;65578;20486;13414;5980;0;0;2774
Witney;David Cameron;15;Oxfordshire;75118;25612;11495;11700;0;0;3035
Woking;Humfrey Malins;19;Surrey;72676;21837;7507;15223;0;0;1474
Wokingham;John Redwood;19;Berkshire;69745;22582;7031;15287;0;0;1986
Wolverhampton North East;Ken Purchase;9;Black Country;62823;10174;18736;3963;0;0;1515
Wolverhampton South East;Pat McFadden;9;Black Country;64529;7826;20245;4024;0;660;1827
Wolverhampton South West;Robert Marris;9;Black Country;63906;15123;17268;5414;0;0;1846
Worcester;Michael Foster;11;Hereford and Worcestershire;72386;16276;19420;7555;0;0;3134
Worcestershire Mid;Peter Luff;11;Hereford and Worcestershire;70256;24215;11306;9664;0;0;2090
Worcestershire West;Sir Michael Spicer;11;Hereford and Worcestershire;72412;23661;5226;18944;0;0;2900
Workington;Tony Cunningham;4;Cumbria;57051;8922;19141;6426;0;0;1585
Worsley and Eccles South;Barbara Keeley;6;Central Manchester;72043;11647;19434;5255;0;0;946
Worthing East and Shoreham;Tim Loughton;20;West Sussex;72270;19539;11359;10840;0;0;2784
Worthing West;Peter Bottomley;20;West Sussex;71812;21391;8634;12010;0;0;2891
Wrekin, The;Mark Pritchard;11;Shropshire;62896;17470;16736;6387;0;0;1497
Wycombe;Paul Goodman;14;Buckinghamshire;70461;21374;13625;7463;0;0;1885
Wyre and Preston North;Unknown (new seat);5;Lancashire;69270;26729;11692;6211;0;0;1
Wyre Forest;Dr Richard Taylor;11;Hereford and Worcestershire;75563;14323;11031;260;0;18738;4242
Wythenshawe and Sale East;Paul Goggins;6;Central Manchester;71766;8051;18878;7766;0;0;1489
Yeovil;David Laws;18;Somerset;78890;16924;5598;26175;0;0;2105
York Central;Hugh Bayley;7;North Yorkshire;65745;9367;20178;7894;0;0;3109
York Outer;Unknown (changed seat);7;North Yorkshire;71331;15855;12410;18117;0;0;419
Yorkshire East;Greg Knight;8;Humber area;77064;21588;14980;8948;0;0;1700
Aberavon;Hywel Francis;12;West Glamorgan;51079;3062;18077;4138;3546;0;1278
Aberconwy;Betty Williams;12;Clwyd;43230;7926;8853;5583;3335;0;1209
Alyn and Deeside;Mark Tami;12;Clwyd;58936;8954;17333;6174;1317;0;1717
Arfon;Unknown (changed seat);12;Gwynedd;42304;3898;9223;3216;8968;0;581
Blaenau Gwent;Peter Law;12;Gwent;53300;817;11385;1510;840;20506;192
Brecon and Radnorshire;Roger Williams;12;Powys;55171;13275;5756;17181;1406;0;721
Bridgend;Madeleine Moon;12;Mid Glamorgan;58178;8863;14894;7701;2140;0;854
Caerphilly;Wayne David;12;Gwent;62496;5490;20272;3727;6529;0;606
Cardiff Central;Jenny Willott;12;South Glamorgan;61002;3338;12398;17990;1271;0;1133
Cardiff North;Julie Morgan;12;South Glamorgan;64341;16561;17706;8483;1938;0;673
Cardiff South and Penarth;Alun Michael;12;South Glamorgan;68996;9350;18013;7817;2057;0;1942
Cardiff West;Kevin Brennan;12;South Glamorgan;64977;8739;16598;6730;4724;0;894
Carmarthen East and Dinefwr;Adam Price;12;Dyfed;52154;4959;10676;3506;17318;0;876
Carmarthen West and Pembrokeshire South;Nick Ainger;12;Dyfed;56984;12185;14034;5583;5677;0;931
Ceredigion;Mark Williams;12;Dyfed;53145;4410;4297;13075;12831;0;1104
Clwyd South;Martyn Jones;12;Clwyd;49768;8041;14417;4717;2772;0;1358
Clwyd West;David Jones;12;Clwyd;56370;12917;12776;4948;4099;0;1329
Cynon Valley;Ann Clwyd;12;Mid Glamorgan;49354;2240;18295;3769;3938;0;833
Delyn;David Hanson;12;Clwyd;52767;8895;15541;6086;2525;0;956
Dwyfor Meirionnydd;Elfyn Llwyd;12;Gwynedd;48284;4460;5924;3628;14772;0;720
Gower;Martin Caton;12;West Glamorgan;60934;10086;16792;7293;3090;0;2295
Islwyn;Don Touhig;12;Gwent;55039;3582;21605;4009;4248;0;29
Llanelli;Nia Griffith;12;Dyfed;55680;4844;16593;4547;9359;0;0
Merthyr Tydfil And Rhymney;Dai Havard;12;Mid Glamorgan;54578;2680;18128;4192;2973;0;2001
Monmouth;David Davies;12;Gwent;63093;21397;16871;5851;993;0;543
Montgomeryshire;Lembit Opik;12;Powys;48084;8491;3757;15573;2133;0;971
Neath;Peter Hain;12;West Glamorgan;57596;4135;18832;5114;6126;0;1609
Newport East;Jessica Morden;12;Gwent;54956;7459;14388;7552;1223;0;1203
Newport West;Paul Flynn;12;Gwent;60286;10563;16020;6398;1277;0;1472
Ogmore;Huw Irranca-Davies;12;Mid Glamorgan;55230;4402;19404;4593;3412;0;169
Pontypridd;Kim Howells;12;Mid Glamorgan;55960;3965;18831;6279;3891;0;1119
Preseli Pembrokeshire;Stephen Crabb;12;Dyfed;56441;14287;13619;5043;4979;0;1291
Rhondda;Chris Bryant;12;Mid Glamorgan;51041;1731;21197;3262;4956;0;0
Swansea East;Sian James;12;West Glamorgan;58813;3103;17458;6208;2128;0;1938
Swansea West;Alan Williams;12;West Glamorgan;57946;5284;13833;9564;2149;738;1516
Torfaen;Paul Murphy;12;Gwent;60670;5680;20471;5677;2243;1145;761
Vale of Clwyd;Chris Ruane;12;Clwyd;52518;10375;14963;3825;2366;0;1124
Vale of Glamorgan;John Smith;12;South Glamorgan;68245;17398;19321;6098;2514;0;1430
Wrexham;Ian Lucas;12;Clwyd;48016;6080;13994;7175;1742;0;1396
Ynys Mon;Albert Owen;12;Gwynedd;52517;3915;12278;2420;11037;5214;596
Aberdeen North;Frank Doran;1;Grampian;65714;3456;15557;8762;8168;0;691
Aberdeen South;Anne Begg;1;Grampian;67012;7134;15272;13924;4120;0;1171
Aberdeenshire West and Kincardine;Sir Robert Smith;1;Grampian;65548;11814;5470;19285;4700;0;379
Airdrie and Shotts;Dr John Reid;2;Glasgow area;61955;3271;19568;3792;5484;0;1043
Angus;Michael Weir;1;Tayside;63093;11239;6850;6660;12840;0;556
Argyll and Bute;Alan Reid;2;Argyll and Bute;67325;10150;9696;15786;6716;0;881
Ayr Carrick and Cumnock;Sandra Osborne;2;Ayrshire and Lanark;73448;10436;20433;6341;5932;0;1906
Ayrshire Central;Brian Donohoe;2;Ayrshire and Lanark;68643;9482;19905;6881;4969;0;1634
Ayrshire North and Arran;Katy Clark;2;Ayrshire and Lanark;73737;8121;19417;7264;7938;0;1465
Banff and Buchan;Alex Salmond;1;Grampian;65570;7207;4476;4952;19044;0;1537
Berwickshire, Roxburgh and Selkirk;Michael Moore;1;Borders;71702;13092;7206;18993;3885;0;2212
Caithness Sutherland and Easter Ross;John Thurso;1;Highland;46837;2835;5789;13957;3686;0;1396
Coatbridge, Chryston and Bellshill;Tom Clarke;2;Glasgow area;67385;2775;24725;4605;5206;0;1033
Cumbernauld, Kilsyth and Kirkintilloch East;Rosemary McKenna;2;Glasgow area;64748;2718;20251;5817;8689;0;1613
Dumfries and Galloway;Russell Brown;2;Dumfries and Galloway;74273;18002;20924;4259;6182;0;1524
Dumfriesshire, Clydesdale and Tweeddale;David Mundell;2;Dumfries and Galloway;66045;16141;14403;9046;4075;0;951
Dunbartonshire East;Jo Swinson;2;Glasgow area;64763;7708;15472;19533;2716;0;1295
Dunbartonshire West;John McFall;2;Glasgow area;67805;2679;21600;5999;9047;0;2264
Dundee East;Stewart Hosie;1;Tayside;63335;5061;14325;4498;14708;0;948
Dundee West;James McGovern;1;Tayside;65857;3062;16468;5323;11089;0;994
Dunfermline and West Fife;Rachel Squire;1;Fife;70775;4376;20111;8549;8026;0;1332
East Kilbride, Strathaven and Lesmahagow;Adam Ingram;2;Ayrshire and Lanark;75132;4776;23264;7904;8541;0;3248
East Lothian;Anne Picking;1;Edinburgh area;70989;7315;18983;11363;5995;0;2120
Edinburgh East;Gavin Strang;1;Edinburgh area;64826;4093;15899;9697;6760;0;3260
Edinburgh North and Leith;Mark Lazarowicz;1;Edinburgh area;68038;7969;14597;12444;4344;0;3286
Edinburgh South;Nigel Griffiths;1;Edinburgh area;60993;10291;14188;13783;2635;0;1801
Edinburgh South West;Alistair Darling;1;Edinburgh area;67135;10234;17476;9252;4654;0;2310
Edinburgh West;John Barrett;1;Edinburgh area;65741;8817;8433;22417;4124;0;1474
Falkirk;Eric Joyce;1;Central;76784;4538;23264;7321;9789;0;838
Fife North East;Sir Menzies Campbell;1;Fife;62057;7517;4920;20088;4011;0;2020
Glasgow Central;Mohammad Sarwar;2;Glasgow area;64053;1757;13518;4987;4148;1372;2255
Glasgow East;David Marshall;2;Glasgow area;64130;2135;18775;3665;5268;0;1096
Glasgow North;Ann McKechin;2;Glasgow area;55419;2441;11001;7663;3614;2135;1067
Glasgow North East;Michael Martin;2;Glasgow area;62042;0;15153;0;5019;4036;4210
Glasgow North West;John Robertson;2;Glasgow area;61880;3262;16748;6655;4676;0;2720
Glasgow South;Tom Harris;2;Glasgow area;68837;4836;18153;7321;4860;0;3261
Glasgow South West;Ian Davidson;2;Glasgow area;62005;1786;18653;3593;4757;1666;522
Glenrothes;John MacDougall;1;Fife;66563;2651;19395;4728;8731;0;1861
Gordon;Malcolm Bruce;1;Grampian;71925;7842;8982;20008;7098;0;508
Inverclyde;David Cairns;2;Glasgow area;59291;3692;18318;6123;7059;0;906
Inverness Nairn Badenoch and Strathspey;Danny Alexander;1;Highland;69636;4579;13682;17830;5992;0;2172
Kilmarnock and Loudoun;Des Browne;2;Ayrshire and Lanark;72851;5026;20976;4945;12273;0;1163
Kirkcaldy and Cowdenbeath;Gordon Brown;1;Fife;71606;4308;24278;5450;6062;0;1698
Lanark and Hamilton East;Jimmy Hood;2;Ayrshire and Lanark;73736;5576;20072;8125;7746;0;2070
Linlithgow and East Falkirk;Michael Connarty;1;Central;76739;5486;22121;7100;10919;0;763
Livingston;Robin Cook;1;Edinburgh area;76353;4499;22657;6832;9560;0;789
Midlothian;David Hamilton;1;Edinburgh area;60644;3537;17153;9888;6400;0;726
Moray;Angus Robertson;1;Grampian;66463;8520;7919;7460;14196;0;698
Motherwell and Wishaw;Frank Roy;2;Glasgow area;66987;3440;21327;4464;6105;0;1773
Na h-Eileanan An Iar (Western Isles);Angus MacNeil;1;Western Isles;21576;610;4772;1096;6213;0;1145
Ochil and South Perthshire;Gordon Banks;1;Tayside;70731;10021;14645;6218;13957;0;1856
Orkney and Shetland;Alistair Carmichael;1;Orkney and Shetland;33048;2357;2511;9138;1833;992;911
Paisley and Renfrewshire North;James Sheridan;2;Glasgow area;63076;5566;18697;7464;7696;0;1462
Paisley and Renfrewshire South;Douglas Alexander;2;Glasgow area;60181;3188;19904;6672;6653;0;1443
Perth and North Perthshire;Peter Wishart;1;Tayside;70895;13948;8601;7403;15469;0;509
Renfrewshire East;Jim Murphy;2;Glasgow area;65714;14158;20815;8659;3245;0;528
Ross Skye and Lochaber;Charles Kennedy;1;Highland;50507;3275;4851;19100;3119;0;2193
Rutherglen and Hamilton West;Tommy McAvoy;2;Ayrshire and Lanark;73998;3621;24054;7942;6023;0;1621
Stirling;Anne McGuire;1;Central;64554;10962;15729;9052;5503;0;2445
Antrim East;Sammy Wilson;3;Antrim;58335;8462;1695;15766;828;4869;147
