"date_char","Any Other Party Majority_Back","Any Other Party Majority_Lay","Conservative Majority_Back","Conservative Majority_Lay","Labour Majority_Back","Labour Majority_Lay","No Overall Majority_Back","No Overall Majority_Lay"
"28/02/2015 18:39:27",200,810,6.8,7,17.5,18.5,1.25,1.26
"01/03/2015 18:59:33",320,800,6.8,7,18,18.5,1.24,1.25
"02/03/2015 07:43:36",320,810,6.8,7,18,18.5,1.24,1.25
"02/03/2015 16:27:17",320,800,6.8,7,18,18.5,1.24,1.25
"03/03/2015 00:08:42",320,800,6.8,7,18,18.5,1.24,1.25
"03/03/2015 09:21:32",320,800,6.8,7,18,18.5,1.24,1.25
"03/03/2015 13:14:59",320,800,6.8,7,18,18.5,1.24,1.25
"03/03/2015 17:48:21",320,690,6.8,7,18,18.5,1.24,1.25
"04/03/2015 13:10:28",220,660,6.6,6.8,18,18.5,1.25,1.26
"04/03/2015 19:08:14",330,800,6.6,7,18,19,1.25,1.26
"05/03/2015 10:49:01",290,600,6.6,6.8,18.5,19,1.25,1.26
"06/03/2015 11:26:55",210,600,6.8,7,18.5,19,1.24,1.25
"06/03/2015 18:22:36",220,600,6.8,7,18,19,1.24,1.25
"07/03/2015 19:30:27",200,320,6.8,7,18.5,19,1.24,1.25
"08/03/2015 13:45:56",200,320,6.8,7,18.5,19,1.24,1.25
"09/03/2015 07:57:55",200,220,6.8,7,18.5,19,1.25,1.26
"09/03/2015 17:35:22",95,190,6.8,7,18.5,19,1.25,1.26
"10/03/2015 10:12:40",75,100,6.8,7,19,20,1.25,1.26
"10/03/2015 19:34:58",75,200,6.8,7,19,20,1.25,1.26
"11/03/2015 14:06:16",100,130,6.6,6.8,19.5,20,1.25,1.26
"12/03/2015 11:21:34",210,700,6.4,6.8,19.5,21,1.25,1.26
"13/03/2015 00:13:14",160,630,6.4,6.8,19.5,20,1.25,1.26
"13/03/2015 11:30:04",160,570,6.6,6.8,19.5,20,1.25,1.26
"14/03/2015 22:51:40",170,280,6.6,6.8,18.5,19,1.25,1.26
"15/03/2015 11:33:21",150,240,6.6,6.8,18.5,19,1.25,1.26
"16/03/2015 15:19:23",160,220,6.4,6.8,19.5,21,1.24,1.26
"17/03/2015 10:09:14",180,240,6.6,6.8,20,21,1.24,1.25
"17/03/2015 20:27:00",220,600,6.2,6.6,20,22,1.25,1.26
"18/03/2015 10:35:51",260,570,6.2,6.4,19.5,21,1.25,1.26
"19/03/2015 11:23:16",300,800,5.8,5.9,22,23,1.27,1.28
"20/03/2015 10:35:51",310,650,5.8,6,24,25,1.26,1.27
"21/03/2015 11:33:02",330,580,5.6,5.7,25,26,1.27,1.28
"22/03/2015 22:52:25",340,580,5.9,6,22,25,1.26,1.27
"23/03/2015 07:55:12",340,580,5.9,6,22,26,1.26,1.27
"23/03/2015 17:26:48",340,580,5.9,6,23,25,1.26,1.27
"24/03/2015 08:42:31",340,580,6,6.2,21,24,1.26,1.27
"24/03/2015 20:33:20",360,560,6.6,6.8,25,27,1.23,1.24
"25/03/2015 07:50:46",360,560,6.4,6.8,23,25,1.23,1.24
"25/03/2015 15:14:45",220,820,7.2,7.8,20,23,1.21,1.22
"26/03/2015 08:36:18",380,820,7.4,7.6,22,23,1.21,1.23
"26/03/2015 19:04:00",380,610,7.4,7.6,19,21,1.22,1.23
"27/03/2015 10:40:22",320,540,7.8,8,19,19.5,1.21,1.22
"27/03/2015 15:27:49",360,650,8.2,8.4,22,24,1.18,1.2
"28/03/2015 12:46:27",320,810,7.6,8,24,27,1.19,1.2
"28/03/2015 16:42:11",320,800,7.6,7.8,25,27,1.2,1.21
"29/03/2015 03:27:47",400,800,7.4,7.8,22,23,1.21,1.22
"29/03/2015 11:54:45",460,800,8.4,8.8,18,19,1.2,1.22
"29/03/2015 22:19:25",520,660,7.6,8.2,21,23,1.2,1.22
"30/03/2015 16:52:57",340,610,8,8.2,21,22,1.2,1.21
"30/03/2015 23:29:29",490,690,7.8,8,23,24,1.2,1.21
"31/03/2015 09:30:01",490,690,7.8,8,22,23,1.2,1.21
"31/03/2015 20:15:58",490,730,8,8.2,21,22,1.2,1.21
"01/04/2015 10:15:14",490,630,7.8,8.2,21,23,1.2,1.21
"01/04/2015 16:59:00",490,640,7.8,8.2,22,23,1.2,1.21
"01/04/2015 23:44:39",490,640,7.8,8,21,22,1.2,1.21
"02/04/2015 11:21:25",490,710,7.8,8,21,23,1.2,1.21
"02/04/2015 13:45:26",490,710,7.8,8,22,23,1.2,1.21
