"date_char","Any Other Party or Candidate_Back","Any Other Party or Candidate_Lay","Conservative_Back","Conservative_Lay","Green_Back","Green_Lay","Labour_Back","Labour_Lay","Liberal Democrat_Back","Liberal Democrat_Lay","Pub Landlord - Al Murray_Back","Pub Landlord - Al Murray_Lay","UKIP_Back","UKIP_Lay"
"29/04/2015 00:08:22",250,1000,4.2,4.9,110,800,7.6,9,250,1000,36,1000,1.51,1.55
"29/04/2015 10:45:36",250,1000,4.3,4.8,110,800,6.2,7.4,250,1000,46,700,1.54,1.58
"29/04/2015 16:05:14",250,1000,2.72,2.92,110,800,4.6,7.4,300,1000,46,1000,1.92,2.02
"29/04/2015 23:53:03",250,1000,2.42,2.7,85,800,9,14,300,1000,85,1000,1.89,2
"30/04/2015 09:42:50",250,1000,2.46,2.76,85,800,9.2,25,300,1000,85,1000,1.85,1.9
"30/04/2015 16:11:52",250,1000,2.5,2.58,65,800,12.5,25,300,1000,85,1000,1.85,1.88
"01/05/2015 00:29:41",250,1000,2.52,2.88,100,800,8.8,1000,300,1000,85,1000,1.81,1.86
"01/05/2015 11:53:26",250,1000,2.54,2.74,100,800,10.5,15,300,1000,85,1000,1.79,1.85
"02/05/2015 00:04:13",250,1000,2.54,2.76,100,800,9.6,14,300,1000,85,1000,1.84,1.88
"02/05/2015 11:27:26",250,1000,2.56,2.58,120,800,14,24,300,1000,85,1000,1.84,1.85
"02/05/2015 13:28:10",250,1000,2.26,2.28,120,800,15,1000,300,1000,85,1000,1.81,1.88
"02/05/2015 18:48:53",250,1000,2.24,2.3,120,990,36,1000,300,1000,85,1000,1.77,1.82
"02/05/2015 22:43:57",250,1000,2.26,2.56,120,990,18.5,1000,260,1000,120,1000,1.79,1.83
"03/05/2015 00:03:39",250,1000,2.26,2.56,120,990,18.5,1000,260,1000,120,1000,1.79,1.83
"03/05/2015 09:18:12",250,1000,2.26,2.58,120,990,18.5,80,260,1000,120,1000,1.78,1.83
"03/05/2015 15:36:22",250,1000,2.28,2.54,200,1000,14,80,300,1000,120,1000,1.83,1.86
"03/05/2015 20:37:43",250,1000,2.42,2.72,200,1000,13,80,300,1000,120,1000,1.76,1.8
"04/05/2015 00:32:45",250,1000,2.44,2.5,120,1000,13.5,80,300,1000,120,1000,1.75,1.82
"04/05/2015 10:25:09",250,1000,2.46,2.66,200,1000,15.5,80,300,1000,120,1000,1.71,1.77
"04/05/2015 14:14:34",250,1000,2.38,2.42,200,1000,22,80,300,1000,100,1000,1.74,1.77
"04/05/2015 19:45:06",500,1000,2.5,2.74,300,1000,22,80,300,1000,120,1000,1.68,1.72
"04/05/2015 22:36:16",500,1000,2.5,2.76,300,1000,22,80,300,1000,120,1000,1.7,1.72
"05/05/2015 08:57:34",500,1000,2.58,2.72,300,990,22,75,300,1000,120,1000,1.65,1.71
"05/05/2015 15:59:48",500,1000,2.6,2.9,300,990,24,60,300,1000,120,1000,1.61,1.68
"05/05/2015 18:49:40",500,1000,2.68,3,120,990,25,60,300,1000,120,1000,1.61,1.65
"05/05/2015 20:45:49",500,1000,2.62,2.98,120,990,25,60,300,1000,120,1000,1.61,1.66
