"date_char","Any Other Party or Candidate_Back","Any Other Party or Candidate_Lay","Conservative_Back","Conservative_Lay","Green_Back","Green_Lay","Labour_Back","Labour_Lay","Liberal Democrat_Back","Liberal Democrat_Lay","Pub Landlord - Al Murray_Back","Pub Landlord - Al Murray_Lay","UKIP_Back","UKIP_Lay"
"06/05/2015 10:16:12",250,1000,2.56,2.72,120,990,28,60,300,1000,85,1000,1.69,1.7
"06/05/2015 12:28:04",250,1000,2.52,2.68,120,990,29,60,300,1000,85,1000,1.65,1.72
"06/05/2015 14:28:44",250,1000,2.52,2.8,330,990,30,60,500,1000,500,1000,1.65,1.71
"06/05/2015 16:46:21",250,1000,2.58,2.7,330,990,26,55,500,1000,500,1000,1.68,1.72
"06/05/2015 18:06:12",250,1000,2.52,2.82,230,990,24,48,500,1000,500,1000,1.67,1.74
"06/05/2015 18:32:03",250,1000,2.54,2.8,230,990,22,40,500,1000,500,1000,1.68,1.72
"06/05/2015 19:53:56",500,1000,2.54,2.82,300,990,24,40,500,1000,500,1000,1.63,1.73
"06/05/2015 23:32:05",500,1000,2.72,2.82,300,1000,25,40,500,1000,85,1000,1.61,1.66
"07/05/2015 08:17:10",11.5,1000,2.3,3.35,50,1000,3.5,1000,55,1000,110,1000,1.56,1.77
"07/05/2015 10:06:59",55,1000,2.58,2.7,250,1000,24,50,250,1000,200,1000,1.64,1.69
"07/05/2015 10:12:39",55,1000,2.58,2.7,250,1000,25,50,250,1000,200,1000,1.64,1.68
"07/05/2015 10:43:36",50,1000,2.64,3,250,1000,21,50,250,1000,200,1000,1.62,1.66
"07/05/2015 12:01:42",50,1000,2.66,2.96,250,1000,21,50,250,1000,200,1000,1.62,1.65
"07/05/2015 13:42:11",50,1000,2.72,2.96,250,1000,22,55,250,1000,200,1000,1.62,1.63
"07/05/2015 18:30:16",500,1000,2.7,2.88,600,1000,13.5,16,620,1000,500,1000,1.72,1.76
"07/05/2015 19:21:01",500,1000,2.54,3.1,600,1000,13.5,70,620,1000,260,1000,1.62,1.79
"07/05/2015 20:32:45",500,1000,2.66,2.84,600,1000,18,1000,620,1000,260,1000,1.62,1.66
"07/05/2015 21:20:02",500,1000,2.62,2.84,600,1000,20,1000,620,1000,260,1000,1.62,1.71
"07/05/2015 21:53:59",500,1000,2.62,3.1,600,1000,15.5,1000,620,1000,260,1000,1.62,1.67
"07/05/2015 22:02:36",500,1000,2.56,3.1,600,1000,15.5,70,600,1000,260,1000,1.6,1.68
"07/05/2015 22:46:58",500,1000,2.7,3.3,600,1000,10.5,70,600,1000,260,1000,1.6,1.62
"07/05/2015 23:13:18",500,1000,2.16,3.5,600,1000,3.9,16,600,1000,260,1000,1.67,2.1
"08/05/2015 00:33:40",500,1000,1.37,1.5,600,1000,12,70,600,1000,200,1000,3.4,3.9
"08/05/2015 01:54:50",500,1000,1.1,1.14,600,1000,20,1000,600,1000,200,1000,8,16
"08/05/2015 02:07:43",500,1000,1.15,1.18,510,1000,11,1000,500,1000,200,1000,6.6,16
"08/05/2015 02:24:38",500,1000,1.13,1.17,510,1000,26,1000,500,1000,200,1000,6.8,10
"08/05/2015 02:42:19",500,1000,1.13,1.17,510,1000,17,1000,600,1000,200,1000,6.8,10
"08/05/2015 03:00:30",500,1000,1.13,1.17,510,1000,7.8,1000,600,1000,200,1000,6.8,10
"08/05/2015 03:19:04",500,1000,1.14,1.25,500,1000,10,1000,600,1000,200,1000,5,9.2
"08/05/2015 03:27:35",500,1000,1.14,1.25,500,1000,10,1000,600,1000,200,1000,5.2,9.2
"08/05/2015 03:41:57",500,1000,1.28,1.52,500,1000,5.4,1000,600,1000,200,1000,3.05,5.2
"08/05/2015 04:01:17",500,1000,1.14,1.52,500,1000,3,1000,600,1000,200,1000,3.6,17
"08/05/2015 04:28:11",500,1000,1.18,1.4,500,1000,6,1000,600,1000,200,1000,3.55,1000
"08/05/2015 04:35:39",500,1000,1.2,1.4,500,1000,6,1000,600,1000,200,1000,3.55,1000
"08/05/2015 04:40:40",500,1000,1.2,1.4,500,1000,6,1000,600,1000,200,1000,3.55,1000
"08/05/2015 05:08:43",500,1000,1.2,1.4,500,1000,3,1000,600,1000,200,1000,3.55,1000
"08/05/2015 05:25:23",500,1000,1.2,1.74,500,1000,3,1000,600,1000,200,1000,2.5,1000
"08/05/2015 06:09:40",500,1000,1.25,1.74,500,1000,5,1000,600,1000,200,1000,2.5,1000
"08/05/2015 07:02:59",500,1000,1.25,1.62,500,1000,10.5,1000,600,1000,200,1000,2.34,19
"08/05/2015 08:21:42",200,1000,1.2,1.32,800,1000,16,1000,600,1000,200,1000,4.6,10
