"","Party","BPI","date"
"1289","CON",0.270106658979533,2014-12-08 17:02:03
"1290","SNP",0.210723551455751,2014-12-08 17:02:03
"1291","LD",0.0680311328913231,2014-12-08 17:02:03
"1292","UKIP",0.0158547131738253,2014-12-08 17:02:03
"1293","DUP",0.0631305851830499,2014-12-08 17:02:03
"1294","SDLP",0.0158547131738253,2014-12-08 17:02:03
"1295","GRN",0,2014-12-08 17:02:03
"1296","SPK",0,2014-12-08 17:02:03
"1297","IND",0,2014-12-08 17:02:03
"1298","SF",0.0366099740559239,2014-12-08 17:02:03
"1299","ALI",0,2014-12-08 17:02:03
"1300","PC",0.0158547131738253,2014-12-08 17:02:03
