"","Party","BPI","date"
"767","PC",0,2015-02-13 17:09:11
"768","LAB",0.309846698113208,2015-02-12 15:52:06
"769","CON",0.278301886792453,2015-02-12 15:52:06
"770","SNP",0.226120283018868,2015-02-12 15:52:06
"771","LD",0.0601415094339623,2015-02-12 15:52:06
"772","DUP",0.0598466981132075,2015-02-12 15:52:06
"773","UKIP",0.00795990566037736,2015-02-12 15:52:06
"774","SDLP",0.0144457547169811,2015-02-12 15:52:06
"775","GRN",0,2015-02-12 15:52:06
"776","SPK",0,2015-02-12 15:52:06
"777","IND",0,2015-02-12 15:52:06
"778","SF",0.0433372641509434,2015-02-12 15:52:06
"779","ALI",0,2015-02-12 15:52:06
"780","PC",0,2015-02-12 15:52:06
"781","LAB",0.309846698113208,2015-02-11 17:43:30
"782","CON",0.278301886792453,2015-02-11 17:43:30
"783","SNP",0.226120283018868,2015-02-11 17:43:30
"784","LD",0.0601415094339623,2015-02-11 17:43:30
"785","DUP",0.0598466981132075,2015-02-11 17:43:30
"786","UKIP",0.00795990566037736,2015-02-11 17:43:30
"787","SDLP",0.0144457547169811,2015-02-11 17:43:30
"788","GRN",0,2015-02-11 17:43:30
"789","SPK",0,2015-02-11 17:43:30
"790","IND",0,2015-02-11 17:43:30
"791","SF",0.0433372641509434,2015-02-11 17:43:30
"792","ALI",0,2015-02-11 17:43:30
"793","PC",0,2015-02-11 17:43:30
"794","CON",0.336,2015-02-10 18:03:35
"795","LAB",0.253925925925926,2015-02-10 18:03:35
"796","SNP",0.215703703703704,2015-02-10 18:03:35
"797","LD",0.0708148148148148,2015-02-10 18:03:35
"798","DUP",0.064,2015-02-10 18:03:35
"799","UKIP",0.00740740740740741,2015-02-10 18:03:35
"800","SDLP",0.0195555555555556,2015-02-10 18:03:35
"801","GRN",0,2015-02-10 18:03:35
"802","SPK",0,2015-02-10 18:03:35
"803","IND",0,2015-02-10 18:03:35
"804","SF",0.0325925925925926,2015-02-10 18:03:35
"805","ALI",0,2015-02-10 18:03:35
"806","PC",0,2015-02-10 18:03:35
"807","CON",0.336,2015-02-09 18:44:16
"808","LAB",0.253925925925926,2015-02-09 18:44:16
"809","SNP",0.215703703703704,2015-02-09 18:44:16
"810","LD",0.0708148148148148,2015-02-09 18:44:16
"811","DUP",0.064,2015-02-09 18:44:16
"812","UKIP",0.00740740740740741,2015-02-09 18:44:16
"813","SDLP",0.0195555555555556,2015-02-09 18:44:16
"814","GRN",0,2015-02-09 18:44:16
"815","SPK",0,2015-02-09 18:44:16
"816","IND",0,2015-02-09 18:44:16
"817","SF",0.0325925925925926,2015-02-09 18:44:16
"818","ALI",0,2015-02-09 18:44:16
"819","PC",0,2015-02-09 18:44:16
"820","CON",0.316793893129771,2015-02-08 12:30:04
"821","LAB",0.268349970640047,2015-02-08 12:30:04
"822","SNP",0.216382853787434,2015-02-08 12:30:04
"823","LD",0.0681150910158544,2015-02-08 12:30:04
"824","DUP",0.0660598943041691,2015-02-08 12:30:04
"825","UKIP",0.00733998825601879,2015-02-08 12:30:04
"826","SDLP",0.0161479741632413,2015-02-08 12:30:04
"827","GRN",0,2015-02-08 12:30:04
"828","SPK",0,2015-02-08 12:30:04
"829","IND",0,2015-02-08 12:30:04
"830","SF",0.0408103347034645,2015-02-08 12:30:04
"831","ALI",0,2015-02-08 12:30:04
"832","PC",0,2015-02-08 12:30:04
"833","LAB",0.312480927677754,2015-02-06 16:46:53
"834","CON",0.299969484284406,2015-02-06 16:46:53
"835","SNP",0.271589868782423,2015-02-06 16:46:53
"836","LD",0.0283796155019835,2015-02-06 16:46:53
"837","DUP",0.0283796155019835,2015-02-06 16:46:53
"838","UKIP",0.00671345743057675,2015-02-06 16:46:53
"839","SDLP",0.0131217577052182,2015-02-06 16:46:53
"840","GRN",0,2015-02-06 16:46:53
"841","SPK",0,2015-02-06 16:46:53
"842","IND",0,2015-02-06 16:46:53
"843","SF",0.0262435154104364,2015-02-06 16:46:53
"844","ALI",0,2015-02-06 16:46:53
"845","PC",0.0131217577052182,2015-02-06 16:46:53
"846","CON",0.310185185185185,2015-02-05 15:48:35
"847","LAB",0.310185185185185,2015-02-05 15:48:35
"848","SNP",0.281481481481481,2015-02-05 15:48:35
"849","LD",0.0228395061728395,2015-02-05 15:48:35
"850","DUP",0.0228395061728395,2015-02-05 15:48:35
"851","UKIP",0.00555555555555556,2015-02-05 15:48:35
"852","SDLP",0.0123456790123457,2015-02-05 15:48:35
"853","GRN",0,2015-02-05 15:48:35
"854","SPK",0,2015-02-05 15:48:35
"855","IND",0,2015-02-05 15:48:35
"856","SF",0.0222222222222222,2015-02-05 15:48:35
"857","ALI",0,2015-02-05 15:48:35
"858","PC",0.0123456790123457,2015-02-05 15:48:35
"859","LAB",0.337139423076923,2015-02-04 11:28:15
"860","CON",0.263822115384615,2015-02-04 11:28:15
"861","SNP",0.242788461538462,2015-02-04 11:28:15
"862","LD",0.0504807692307692,2015-02-04 11:28:15
"863","DUP",0.0486778846153846,2015-02-04 11:28:15
"864","UKIP",0.00691105769230769,2015-02-04 11:28:15
"865","SDLP",0.0138221153846154,2015-02-04 11:28:15
"866","GRN",0,2015-02-04 11:28:15
"867","SPK",0,2015-02-04 11:28:15
"868","IND",0,2015-02-04 11:28:15
"869","SF",0.0294471153846154,2015-02-04 11:28:15
"870","ALI",0,2015-02-04 11:28:15
"871","PC",0.00691105769230769,2015-02-04 11:28:15
"872","LAB",0.378141083863155,2015-02-03 17:36:48
"873","CON",0.228580078716318,2015-02-03 17:36:48
"874","SNP",0.223130487435665,2015-02-03 17:36:48
"875","LD",0.0735694822888283,2015-02-03 17:36:48
"876","DUP",0.0523766273085074,2015-02-03 17:36:48
"877","UKIP",0.00666061156524372,2015-02-03 17:36:48
"878","SDLP",0.0136239782016349,2015-02-03 17:36:48
"879","GRN",0,2015-02-03 17:36:48
"880","SPK",0,2015-02-03 17:36:48
"881","IND",0,2015-02-03 17:36:48
"882","SF",0.0172570390554042,2015-02-03 17:36:48
"883","ALI",0,2015-02-03 17:36:48
"884","PC",0.00666061156524372,2015-02-03 17:36:48
"885","LAB",0.314731473147315,2015-02-02 17:14:12
"886","CON",0.284728472847285,2015-02-02 17:14:12
"887","SNP",0.246024602460246,2015-02-02 17:14:12
"888","LD",0.0462046204620462,2015-02-02 17:14:12
"889","DUP",0.0462046204620462,2015-02-02 17:14:12
"890","UKIP",0.0075007500750075,2015-02-02 17:14:12
"891","SDLP",0.0156015601560156,2015-02-02 17:14:12
"892","GRN",0,2015-02-02 17:14:12
"893","SPK",0,2015-02-02 17:14:12
"894","IND",0,2015-02-02 17:14:12
"895","SF",0.039003900390039,2015-02-02 17:14:12
"896","ALI",0,2015-02-02 17:14:12
"897","PC",0,2015-02-02 17:14:12
"898","LAB",0.326488095238095,2015-02-01 14:25:44
"899","CON",0.26875,2015-02-01 14:25:44
"900","SNP",0.241071428571429,2015-02-01 14:25:44
"901","LD",0.0494047619047619,2015-02-01 14:25:44
"902","DUP",0.0476190476190476,2015-02-01 14:25:44
"903","UKIP",0.0142857142857143,2015-02-01 14:25:44
"904","SDLP",0.0142857142857143,2015-02-01 14:25:44
"905","GRN",0,2015-02-01 14:25:44
"906","SPK",0,2015-02-01 14:25:44
"907","IND",0,2015-02-01 14:25:44
"908","SF",0.031547619047619,2015-02-01 14:25:44
"909","ALI",0,2015-02-01 14:25:44
"910","PC",0.00654761904761905,2015-02-01 14:25:44
"911","LAB",0.292906178489703,2015-01-22 18:37:58
"912","CON",0.27545766590389,2015-01-22 18:37:58
"913","SNP",0.193363844393593,2015-01-22 18:37:58
"914","LD",0.0820938215102975,2015-01-22 18:37:58
"915","DUP",0.0755148741418764,2015-01-22 18:37:58
"916","UKIP",0.0165903890160183,2015-01-22 18:37:58
"917","SDLP",0.0165903890160183,2015-01-22 18:37:58
"918","GRN",0,2015-01-22 18:37:58
"919","SPK",0,2015-01-22 18:37:58
"920","IND",0,2015-01-22 18:37:58
"921","SF",0.0389016018306636,2015-01-22 18:37:58
"922","ALI",0,2015-01-22 18:37:58
"923","PC",0.0085812356979405,2015-01-22 18:37:58
"924","CON",0.292906178489703,2015-01-21 20:03:43
"925","LAB",0.27545766590389,2015-01-21 20:03:43
"926","SNP",0.193363844393593,2015-01-21 20:03:43
"927","LD",0.0820938215102975,2015-01-21 20:03:43
"928","DUP",0.0755148741418764,2015-01-21 20:03:43
"929","UKIP",0.0165903890160183,2015-01-21 20:03:43
"930","SDLP",0.0165903890160183,2015-01-21 20:03:43
"931","GRN",0,2015-01-21 20:03:43
"932","SPK",0,2015-01-21 20:03:43
"933","IND",0,2015-01-21 20:03:43
"934","SF",0.0389016018306636,2015-01-21 20:03:43
"935","ALI",0,2015-01-21 20:03:43
"936","PC",0.0085812356979405,2015-01-21 20:03:43
"937","CON",0.285919540229885,2015-01-20 17:12:27
"938","LAB",0.285919540229885,2015-01-20 17:12:27
"939","SNP",0.203448275862069,2015-01-20 17:12:27
"940","LD",0.0741379310344828,2015-01-20 17:12:27
"941","DUP",0.0706896551724138,2015-01-20 17:12:27
"942","UKIP",0.0160919540229885,2015-01-20 17:12:27
"943","SDLP",0.0160919540229885,2015-01-20 17:12:27
"944","GRN",0,2015-01-20 17:12:27
"945","SPK",0,2015-01-20 17:12:27
"946","IND",0,2015-01-20 17:12:27
"947","SF",0.0402298850574713,2015-01-20 17:12:27
"948","ALI",0,2015-01-20 17:12:27
"949","PC",0.00747126436781609,2015-01-20 17:12:27
"950","LAB",0.319416642836717,2015-01-19 18:21:04
"951","CON",0.24907063197026,2015-01-19 18:21:04
"952","SNP",0.182728052616528,2015-01-19 18:21:04
"953","LD",0.0929368029739777,2015-01-19 18:21:04
"954","DUP",0.0757792393480126,2015-01-19 18:21:04
"955","UKIP",0.0180154418072634,2015-01-19 18:21:04
"956","SDLP",0.0180154418072634,2015-01-19 18:21:04
"957","GRN",0,2015-01-19 18:21:04
"958","SPK",0,2015-01-19 18:21:04
"959","IND",0,2015-01-19 18:21:04
"960","SF",0.0363168430082928,2015-01-19 18:21:04
"961","ALI",0,2015-01-19 18:21:04
"962","PC",0.0077209036316843,2015-01-19 18:21:04
"963","LAB",0.310177244139508,2015-01-18 14:05:52
"964","CON",0.25871926815323,2015-01-18 14:05:52
"965","SNP",0.192395654659806,2015-01-18 14:05:52
"966","LD",0.0837621497998857,2015-01-18 14:05:52
"967","DUP",0.0737564322469983,2015-01-18 14:05:52
"968","UKIP",0.0174385363064608,2015-01-18 14:05:52
"969","SDLP",0.0174385363064608,2015-01-18 14:05:52
"970","GRN",0,2015-01-18 14:05:52
"971","SPK",0,2015-01-18 14:05:52
"972","IND",0,2015-01-18 14:05:52
"973","SF",0.0374499714122356,2015-01-18 14:05:52
"974","ALI",0,2015-01-18 14:05:52
"975","PC",0.00886220697541452,2015-01-18 14:05:52
"976","LAB",0.359930110658125,2015-01-16 16:36:17
"977","CON",0.220733838089691,2015-01-16 16:36:17
"978","SNP",0.181712288875946,2015-01-16 16:36:17
"979","LD",0.100757134536983,2015-01-16 16:36:17
"980","DUP",0.0617355853232382,2015-01-16 16:36:17
"981","UKIP",0.016598718695399,2015-01-16 16:36:17
"982","SDLP",0.016598718695399,2015-01-16 16:36:17
"983","GRN",0,2015-01-16 16:36:17
"984","SPK",0,2015-01-16 16:36:17
"985","IND",0,2015-01-16 16:36:17
"986","SF",0.0326150262085032,2015-01-16 16:36:17
"987","ALI",0,2015-01-16 16:36:17
"988","PC",0.0093185789167152,2015-01-16 16:36:17
"989","LAB",0.402944711538462,2015-01-15 19:54:19
"990","CON",0.19921875,2015-01-15 19:54:19
"991","SNP",0.181490384615385,2015-01-15 19:54:19
"992","LD",0.112980769230769,2015-01-15 19:54:19
"993","DUP",0.0435697115384615,2015-01-15 19:54:19
"994","UKIP",0.0132211538461538,2015-01-15 19:54:19
"995","SDLP",0.0132211538461538,2015-01-15 19:54:19
"996","GRN",0,2015-01-15 19:54:19
"997","SPK",0,2015-01-15 19:54:19
"998","IND",0,2015-01-15 19:54:19
"999","SF",0.0276442307692308,2015-01-15 19:54:19
"1000","ALI",0,2015-01-15 19:54:19
"1001","PC",0.00570913461538462,2015-01-15 19:54:19
"1002","LAB",0.302847282139776,2015-01-14 15:30:17
"1003","CON",0.269485188380788,2015-01-14 15:30:17
"1004","SNP",0.202761000862813,2015-01-14 15:30:17
"1005","LD",0.0750647109577222,2015-01-14 15:30:17
"1006","DUP",0.0698878343399482,2015-01-14 15:30:17
"1007","UKIP",0.0163934426229508,2015-01-14 15:30:17
"1008","SDLP",0.0163934426229508,2015-01-14 15:30:17
"1009","GRN",0,2015-01-14 15:30:17
"1010","SPK",0,2015-01-14 15:30:17
"1011","IND",0,2015-01-14 15:30:17
"1012","SF",0.0388265746333046,2015-01-14 15:30:17
"1013","ALI",0,2015-01-14 15:30:17
"1014","PC",0.00834052343974691,2015-01-14 15:30:17
"1015","LAB",0.319416642836717,2015-01-13 18:33:21
"1016","CON",0.24907063197026,2015-01-13 18:33:21
"1017","SNP",0.182728052616528,2015-01-13 18:33:21
"1018","LD",0.0929368029739777,2015-01-13 18:33:21
"1019","DUP",0.0757792393480126,2015-01-13 18:33:21
"1020","UKIP",0.0180154418072634,2015-01-13 18:33:21
"1021","SDLP",0.0180154418072634,2015-01-13 18:33:21
"1022","GRN",0,2015-01-13 18:33:21
"1023","SPK",0,2015-01-13 18:33:21
"1024","IND",0,2015-01-13 18:33:21
"1025","SF",0.0363168430082928,2015-01-13 18:33:21
"1026","ALI",0,2015-01-13 18:33:21
"1027","PC",0.0077209036316843,2015-01-13 18:33:21
"1028","CON",0.319416642836717,2015-01-12 18:46:54
"1029","LAB",0.24907063197026,2015-01-12 18:46:54
"1030","SNP",0.182728052616528,2015-01-12 18:46:54
"1031","LD",0.0929368029739777,2015-01-12 18:46:54
"1032","DUP",0.0757792393480126,2015-01-12 18:46:54
"1033","UKIP",0.0180154418072634,2015-01-12 18:46:54
"1034","SDLP",0.0180154418072634,2015-01-12 18:46:54
"1035","GRN",0,2015-01-12 18:46:54
"1036","SPK",0,2015-01-12 18:46:54
"1037","IND",0,2015-01-12 18:46:54
"1038","SF",0.0363168430082928,2015-01-12 18:46:54
"1039","ALI",0,2015-01-12 18:46:54
"1040","PC",0.0077209036316843,2015-01-12 18:46:54
"1041","CON",0.313298490127758,2015-01-09 16:22:40
"1042","LAB",0.264808362369338,2015-01-09 16:22:40
"1043","SNP",0.212253193960511,2015-01-09 16:22:40
"1044","LD",0.0685249709639954,2015-01-09 16:22:40
"1045","DUP",0.063588850174216,2015-01-09 16:22:40
"1046","UKIP",0.0159698025551684,2015-01-09 16:22:40
"1047","SDLP",0.0159698025551684,2015-01-09 16:22:40
"1048","GRN",0,2015-01-09 16:22:40
"1049","SPK",0,2015-01-09 16:22:40
"1050","IND",0,2015-01-09 16:22:40
"1051","SF",0.0368757259001161,2015-01-09 16:22:40
"1052","ALI",0,2015-01-09 16:22:40
"1053","PC",0.00871080139372822,2015-01-09 16:22:40
"1054","CON",0.302847282139776,2015-01-08 12:55:19
"1055","LAB",0.269485188380788,2015-01-08 12:55:19
"1056","SNP",0.202761000862813,2015-01-08 12:55:19
"1057","LD",0.0750647109577222,2015-01-08 12:55:19
"1058","DUP",0.0698878343399482,2015-01-08 12:55:19
"1059","UKIP",0.0163934426229508,2015-01-08 12:55:19
"1060","SDLP",0.0163934426229508,2015-01-08 12:55:19
"1061","GRN",0,2015-01-08 12:55:19
"1062","SPK",0,2015-01-08 12:55:19
"1063","IND",0,2015-01-08 12:55:19
"1064","SF",0.0388265746333046,2015-01-08 12:55:19
"1065","ALI",0,2015-01-08 12:55:19
"1066","PC",0.00834052343974691,2015-01-08 12:55:19
"1067","LAB",0.316455696202532,2015-01-07 18:10:56
"1068","CON",0.271415955254636,2015-01-07 18:10:56
"1069","SNP",0.231969384751251,2015-01-07 18:10:56
"1070","LD",0.0544598174860171,2015-01-07 18:10:56
"1071","DUP",0.0526935531351192,2015-01-07 18:10:56
"1072","UKIP",0.0150132469826317,2015-01-07 18:10:56
"1073","SDLP",0.0150132469826317,2015-01-07 18:10:56
"1074","GRN",0,2015-01-07 18:10:56
"1075","SPK",0,2015-01-07 18:10:56
"1076","IND",0,2015-01-07 18:10:56
"1077","SF",0.035325287017957,2015-01-07 18:10:56
"1078","ALI",0,2015-01-07 18:10:56
"1079","PC",0.00765381218722402,2015-01-07 18:10:56
"1080","LAB",0.379494799405646,2015-01-06 09:39:05
"1081","CON",0.215156017830609,2015-01-06 09:39:05
"1082","SNP",0.197622585438336,2015-01-06 09:39:05
"1083","LD",0.0927191679049034,2015-01-06 09:39:05
"1084","DUP",0.0528974739970282,2015-01-06 09:39:05
"1085","UKIP",0.0148588410104012,2015-01-06 09:39:05
"1086","SDLP",0.0148588410104012,2015-01-06 09:39:05
"1087","GRN",0,2015-01-06 09:39:05
"1088","SPK",0,2015-01-06 09:39:05
"1089","IND",0,2015-01-06 09:39:05
"1090","SF",0.024962852897474,2015-01-06 09:39:05
"1091","ALI",0,2015-01-06 09:39:05
"1092","PC",0.00742942050520059,2015-01-06 09:39:05
"1093","LAB",0.340227206524905,2015-01-05 22:48:39
"1094","CON",0.240023303233324,2015-01-05 22:48:39
"1095","SNP",0.200990387416254,2015-01-05 22:48:39
"1096","LD",0.0809787357995922,2015-01-05 22:48:39
"1097","DUP",0.0637926012234197,2015-01-05 22:48:39
"1098","UKIP",0.0171861345761724,2015-01-05 22:48:39
"1099","SDLP",0.0171861345761724,2015-01-05 22:48:39
"1100","GRN",0,2015-01-05 22:48:39
"1101","SPK",0,2015-01-05 22:48:39
"1102","IND",0,2015-01-05 22:48:39
"1103","SF",0.0314593649868919,2015-01-05 22:48:39
"1104","ALI",0,2015-01-05 22:48:39
"1105","PC",0.00815613166326828,2015-01-05 22:48:39
"1106","LAB",0.360424028268551,2015-01-04 10:41:33
"1107","CON",0.227031802120141,2015-01-04 10:41:33
"1108","SNP",0.199646643109541,2015-01-04 10:41:33
"1109","LD",0.0862779740871614,2015-01-04 10:41:33
"1110","DUP",0.0588928150765607,2015-01-04 10:41:33
"1111","UKIP",0.016489988221437,2015-01-04 10:41:33
"1112","SDLP",0.016489988221437,2015-01-04 10:41:33
"1113","GRN",0,2015-01-04 10:41:33
"1114","SPK",0,2015-01-04 10:41:33
"1115","IND",0,2015-01-04 10:41:33
"1116","SF",0.0276796230859835,2015-01-04 10:41:33
"1117","ALI",0,2015-01-04 10:41:33
"1118","PC",0.00706713780918728,2015-01-04 10:41:33
"1119","LAB",0.403997577225924,2015-01-02 10:34:29
"1120","CON",0.204421562689279,2015-01-02 10:34:29
"1121","SNP",0.199273167777105,2015-01-02 10:34:29
"1122","LD",0.099030890369473,2015-01-02 10:34:29
"1123","DUP",0.0442156268927922,2015-01-02 10:34:29
"1124","UKIP",0.0105996365838886,2015-01-02 10:34:29
"1125","SDLP",0.0105996365838886,2015-01-02 10:34:29
"1126","GRN",0,2015-01-02 10:34:29
"1127","SPK",0,2015-01-02 10:34:29
"1128","IND",0,2015-01-02 10:34:29
"1129","SF",0.0215021199273168,2015-01-02 10:34:29
"1130","ALI",0,2015-01-02 10:34:29
"1131","PC",0.00635978195033313,2015-01-02 10:34:29
"1132","LAB",0.381697772426249,2014-12-28 16:59:28
"1133","CON",0.222456351595424,2014-12-28 16:59:28
"1134","SNP",0.21733895243829,2014-12-28 16:59:28
"1135","LD",0.0785671282360024,2014-12-28 16:59:28
"1136","DUP",0.0505719446116797,2014-12-28 16:59:28
"1137","UKIP",0.0123419626730885,2014-12-28 16:59:28
"1138","SDLP",0.0123419626730885,2014-12-28 16:59:28
"1139","GRN",0,2014-12-28 16:59:28
"1140","SPK",0,2014-12-28 16:59:28
"1141","IND",0,2014-12-28 16:59:28
"1142","SF",0.0189644792293799,2014-12-28 16:59:28
"1143","ALI",0,2014-12-28 16:59:28
"1144","PC",0.00571944611679711,2014-12-28 16:59:28
"1145","LAB",0.340889019723285,2014-12-23 16:38:26
"1146","CON",0.246982631733883,2014-12-23 16:38:26
"1147","SNP",0.219605534294966,2014-12-23 16:38:26
"1148","LD",0.066823667942302,2014-12-23 16:38:26
"1149","DUP",0.0568148366205475,2014-12-23 16:38:26
"1150","UKIP",0.0158963791580807,2014-12-23 16:38:26
"1151","SDLP",0.0158963791580807,2014-12-23 16:38:26
"1152","GRN",0,2014-12-23 16:38:26
"1153","SPK",0,2014-12-23 16:38:26
"1154","IND",0,2014-12-23 16:38:26
"1155","SF",0.0288489843979982,2014-12-23 16:38:26
"1156","ALI",0,2014-12-23 16:38:26
"1157","PC",0.00824256697085664,2014-12-23 16:38:26
"1158","LAB",0.359393579072533,2014-12-21 13:57:32
"1159","CON",0.234839476813317,2014-12-21 13:57:32
"1160","SNP",0.217300832342449,2014-12-21 13:57:32
"1161","LD",0.0725326991676575,2014-12-21 13:57:32
"1162","DUP",0.0549940546967895,2014-12-21 13:57:32
"1163","UKIP",0.0154577883472057,2014-12-21 13:57:32
"1164","SDLP",0.0154577883472057,2014-12-21 13:57:32
"1165","GRN",0,2014-12-21 13:57:32
"1166","SPK",0,2014-12-21 13:57:32
"1167","IND",0,2014-12-21 13:57:32
"1168","SF",0.0237812128418549,2014-12-21 13:57:32
"1169","ALI",0,2014-12-21 13:57:32
"1170","PC",0.00624256837098692,2014-12-21 13:57:32
"1171","LAB",0.292906178489703,2014-12-19 12:08:29
"1172","CON",0.27545766590389,2014-12-19 12:08:29
"1173","SNP",0.193363844393593,2014-12-19 12:08:29
"1174","LD",0.0820938215102975,2014-12-19 12:08:29
"1175","DUP",0.0755148741418764,2014-12-19 12:08:29
"1176","UKIP",0.0165903890160183,2014-12-19 12:08:29
"1177","SDLP",0.0165903890160183,2014-12-19 12:08:29
"1178","GRN",0,2014-12-19 12:08:29
"1179","SPK",0,2014-12-19 12:08:29
"1180","IND",0,2014-12-19 12:08:29
"1181","SF",0.0389016018306636,2014-12-19 12:08:29
"1182","ALI",0,2014-12-19 12:08:29
"1183","PC",0.0085812356979405,2014-12-19 12:08:29
"1184","CON",0.320634920634921,2014-12-18 15:45:52
"1185","LAB",0.253968253968254,2014-12-18 15:45:52
"1186","SNP",0.201731601731602,2014-12-18 15:45:52
"1187","LD",0.0773448773448773,2014-12-18 15:45:52
"1188","DUP",0.0675324675324675,2014-12-18 15:45:52
"1189","UKIP",0.017027417027417,2014-12-18 15:45:52
"1190","SDLP",0.017027417027417,2014-12-18 15:45:52
"1191","GRN",0,2014-12-18 15:45:52
"1192","SPK",0,2014-12-18 15:45:52
"1193","IND",0,2014-12-18 15:45:52
"1194","SF",0.0354978354978355,2014-12-18 15:45:52
"1195","ALI",0,2014-12-18 15:45:52
"1196","PC",0.00923520923520924,2014-12-18 15:45:52
"1197","LAB",0.311658550558579,2014-12-17 09:48:37
"1198","CON",0.256946433686623,2014-12-17 09:48:37
"1199","SNP",0.196505299341163,2014-12-17 09:48:37
"1200","LD",0.0787739902606703,2014-12-17 09:48:37
"1201","DUP",0.0630191922085362,2014-12-17 09:48:37
"1202","UKIP",0.0183328559152105,2014-12-17 09:48:37
"1203","SDLP",0.0183328559152105,2014-12-17 09:48:37
"1204","GRN",0,2014-12-17 09:48:37
"1205","SPK",0,2014-12-17 09:48:37
"1206","IND",0,2014-12-17 09:48:37
"1207","SF",0.0380979661987969,2014-12-17 09:48:37
"1208","ALI",0,2014-12-17 09:48:37
"1209","PC",0.0183328559152105,2014-12-17 09:48:37
"1210","LAB",0.309204901681391,2014-12-16 09:06:21
"1211","CON",0.259048161869478,2014-12-16 09:06:21
"1212","SNP",0.200341977771445,2014-12-16 09:06:21
"1213","LD",0.0760900541464805,2014-12-16 09:06:21
"1214","DUP",0.0675406098603591,2014-12-16 09:06:21
"1215","UKIP",0.0173838700484468,2014-12-16 09:06:21
"1216","SDLP",0.0173838700484468,2014-12-16 09:06:21
"1217","GRN",0,2014-12-16 09:06:21
"1218","SPK",0,2014-12-16 09:06:21
"1219","IND",0,2014-12-16 09:06:21
"1220","SF",0.0356226845255058,2014-12-16 09:06:21
"1221","ALI",0,2014-12-16 09:06:21
"1222","PC",0.0173838700484468,2014-12-16 09:06:21
"1223","CON",0.312680949623625,2014-12-14 12:41:26
"1224","LAB",0.265199768384482,2014-12-14 12:41:26
"1225","SNP",0.219166184134337,2014-12-14 12:41:26
"1226","LD",0.0622466705269253,2014-12-14 12:41:26
"1227","DUP",0.0576143601621309,2014-12-14 12:41:26
"1228","UKIP",0.0162130862767805,2014-12-14 12:41:26
"1229","SDLP",0.0162130862767805,2014-12-14 12:41:26
"1230","GRN",0,2014-12-14 12:41:26
"1231","SPK",0,2014-12-14 12:41:26
"1232","IND",0,2014-12-14 12:41:26
"1233","SF",0.0344528083381587,2014-12-14 12:41:26
"1234","ALI",0,2014-12-14 12:41:26
"1235","PC",0.0162130862767805,2014-12-14 12:41:26
"1236","LAB",0.309204901681391,2014-12-12 20:18:18
"1237","CON",0.259048161869478,2014-12-12 20:18:18
"1238","SNP",0.200341977771445,2014-12-12 20:18:18
"1239","LD",0.0760900541464805,2014-12-12 20:18:18
"1240","DUP",0.0675406098603591,2014-12-12 20:18:18
"1241","UKIP",0.0173838700484468,2014-12-12 20:18:18
"1242","SDLP",0.0173838700484468,2014-12-12 20:18:18
"1243","GRN",0,2014-12-12 20:18:18
"1244","SPK",0,2014-12-12 20:18:18
"1245","IND",0,2014-12-12 20:18:18
"1246","SF",0.0356226845255058,2014-12-12 20:18:18
"1247","ALI",0,2014-12-12 20:18:18
"1248","PC",0.0173838700484468,2014-12-12 20:18:18
"1249","CON",0.312680949623625,2014-12-11 12:58:28
"1250","LAB",0.265199768384482,2014-12-11 12:58:28
"1251","SNP",0.219166184134337,2014-12-11 12:58:28
"1252","LD",0.0622466705269253,2014-12-11 12:58:28
"1253","UKIP",0.0162130862767805,2014-12-11 12:58:28
"1254","DUP",0.0576143601621309,2014-12-11 12:58:28
"1255","SDLP",0.0162130862767805,2014-12-11 12:58:28
"1256","GRN",0,2014-12-11 12:58:28
"1257","SPK",0,2014-12-11 12:58:28
"1258","IND",0,2014-12-11 12:58:28
"1259","SF",0.0344528083381587,2014-12-11 12:58:28
"1260","ALI",0,2014-12-11 12:58:28
"1261","PC",0.0162130862767805,2014-12-11 12:58:28
"1262","CON",0.312680949623625,2014-12-10 11:04:28
"1263","LAB",0.265199768384482,2014-12-10 11:04:28
"1264","SNP",0.219166184134337,2014-12-10 11:04:28
"1265","LD",0.0622466705269253,2014-12-10 11:04:28
"1266","UKIP",0.0162130862767805,2014-12-10 11:04:28
"1267","DUP",0.0576143601621309,2014-12-10 11:04:28
"1268","SDLP",0.0162130862767805,2014-12-10 11:04:28
"1269","GRN",0,2014-12-10 11:04:28
"1270","SPK",0,2014-12-10 11:04:28
"1271","IND",0,2014-12-10 11:04:28
"1272","SF",0.0344528083381587,2014-12-10 11:04:28
"1273","ALI",0,2014-12-10 11:04:28
"1274","PC",0.0162130862767805,2014-12-10 11:04:28
"1275","LAB",0.297934244981088,2014-12-09 13:23:30
"1276","CON",0.281640965958685,2014-12-09 13:23:30
"1277","SNP",0.22170497526913,2014-12-09 13:23:30
"1278","LD",0.0599359906895548,2014-12-09 13:23:30
"1279","UKIP",0.0145475705557172,2014-12-09 13:23:30
"1280","DUP",0.0578993308117544,2014-12-09 13:23:30
"1281","SDLP",0.0145475705557172,2014-12-09 13:23:30
"1282","GRN",0,2014-12-09 13:23:30
"1283","SPK",0,2014-12-09 13:23:30
"1284","IND",0,2014-12-09 13:23:30
"1285","SF",0.037241780622636,2014-12-09 13:23:30
"1286","ALI",0,2014-12-09 13:23:30
"1287","PC",0.0145475705557172,2014-12-09 13:23:30
"1288","LAB",0.303833957912943,2014-12-08 17:02:03
