"date_char","Any Other_Back","Any Other_Lay","Conservative_Back","Conservative_Lay","Labour_Back","Labour_Lay","Liberal Democrat_Back","Liberal Democrat_Lay"
"18/03/2015 10:35:50",110,200,1.49,1.51,3,3.1,920,NA
"19/03/2015 11:23:15",120,190,1.47,1.48,3.15,3.2,930,NA
"20/03/2015 10:35:49",150,210,1.44,1.46,3.25,3.3,960,NA
"21/03/2015 11:33:01",160,200,1.43,1.44,3.3,3.35,930,NA
"22/03/2015 22:52:24",170,260,1.45,1.46,3.25,3.3,890,NA
"23/03/2015 07:55:10",170,250,1.45,1.46,3.2,3.25,890,NA
"23/03/2015 17:26:47",180,230,1.45,1.47,3.2,3.25,890,NA
"24/03/2015 08:42:29",170,240,1.48,1.5,3.05,3.15,890,NA
"24/03/2015 20:33:19",140,230,1.46,1.48,3.15,3.2,880,NA
"25/03/2015 07:50:45",140,220,1.46,1.48,3.15,3.2,880,NA
"25/03/2015 15:14:43",160,220,1.46,1.48,3.1,3.2,880,NA
"26/03/2015 08:36:16",160,240,1.46,1.48,3.15,3.2,880,NA
"26/03/2015 19:03:58",120,170,1.48,1.5,3.1,3.15,870,1000
"27/03/2015 10:40:21",150,220,1.49,1.5,3.05,3.1,870,1000
"27/03/2015 15:27:48",100,190,1.49,1.5,3.05,3.1,870,1000
"28/03/2015 12:46:25",130,170,1.47,1.48,3.15,3.2,870,NA
"28/03/2015 16:42:10",150,190,1.46,1.48,3.15,3.2,880,NA
"29/03/2015 03:27:45",150,260,1.52,1.54,2.88,2.96,930,NA
"29/03/2015 11:54:44",160,250,1.58,1.59,2.72,2.78,960,NA
"29/03/2015 22:19:23",180,240,1.47,1.48,3.1,3.15,1000,NA
"30/03/2015 16:52:56",190,220,1.52,1.54,2.92,2.96,1000,NA
"30/03/2015 23:29:27",200,380,1.51,1.52,2.98,3,1000,NA
"31/03/2015 09:29:59",200,390,1.51,1.52,2.98,3.05,1000,NA
"31/03/2015 20:15:56",250,380,1.5,1.52,3,3.05,1000,NA
"01/04/2015 10:15:12",260,300,1.5,1.52,2.96,3,1000,NA
"01/04/2015 16:58:58",300,500,1.5,1.51,3,3.05,1000,NA
"01/04/2015 23:44:36",280,450,1.5,1.52,2.98,3,1000,NA
"02/04/2015 11:21:23",250,450,1.51,1.52,2.98,3,1000,NA
"02/04/2015 13:45:24",250,450,1.51,1.52,2.96,3,1000,NA
